clean 	 stay night Hotel Fusion . great location , clean job tourist day . little bit funky smell , go away . one thing wall paper thin , expect hear many noise stay . say do , Hotel nice base trip , definately Hilton Marriott , decent boutique hotel . 
 Apr 19 2008 	 well expect ! 	 stay 2 night book read review Trip Advisor . even though thought look good not expect much due comment room size , noise etc . we pleasently suprise size king room . load room , small table chair plenty storage bedside cabinet , chest drawer double wardrobe ! bathroom great , really modern clean room immaculate . yes , lot street noise city hotel not suffer ? good location ( half hour walk Pier 39 easy get tram etc ) , friendly helpful staff clean , modern room . 
 Mar 30 2008 	 Excellent location bring ear plug ! 	 husband book Queen room baby bed 1 week stay . upon arrival - put teeny , tiny double room absolutely room baby bed . front desk people absolutely excellent fixing problem upgrade we immediately king sized room ( apparently qn . room overbooke ) . unfortunately hotel crib 22 month old sleep we entire week . ( explanation give promise one book ! ) location fantastic reviewer say . outside room noise bit much ( depend tolerance street noise ) ... garbage truck every night 12:30 , siren time , car alarm etc ... seem get use 4th night able sleep bit well . housekeeping excellent , room immaculate , service always friendly helpful . breakfast nothing get excited - handy something stomach leave day ... can not say much ! overall , would recommend hotel price location . would stay long room face inside building . 
 Mar 19 2008 	 location great ! good short stay ... 	 stay Hotel Fusion 2 night soon get San Francisco . the location hotel great ! 's short walk Union Square , Westfield Market St Powell St cable car ( route Fisherman 's Wharf ) .The staff man reception desk friendly concierge helpful ! recommend chinese restaurant next door agree , great feed ! irish pub ( Johnny Foley 's Irish House ? ) around corner nice stop dinner . the downer us size room . stay King bed room , quite small point trouble move around take awhile find spot put suitcase . bathroom almost size bedroom ! ! would recommend hotel budget conscious traveller , ' anything flashy 
 Feb 19 2008 	 excellent location 	 choose fusion hotel excellent location . chinese new year , hotel run full house time . usually , airline staff , could easily get attractive hotel discount time . carefull selection , find hotel fusion could offer we superior location . everything within walking distance . surounde reasonably safe . hotel simple reception need . room clean , reasonable size huge anyway . many previous comment , layout room bit odd could quite noisy due thin wall . could rest assure traffic noise minimum though . call complimentary breakfast could quite scene room 507 . tiny room . could quite crowded . breakfast include selection bread roll , juice , coffee / tea . 
 Feb 2 2008 	 Unsure one 	 unsure hotel . book read great review tripadvisor , ' ve never let property ' ve find way , Fusion . ou main issue property noise . street , people room next we . wall sound like make paper . could hear everything room . talk , tv 's , phone , people use bathroom ( mean hotel plumbing ! ) nothing leave imagination . top noise room sound like elephant race round round . the weather warm want window open , ( internal room ) noise room window open mean not option . end use ear plugs entire stay . we offer another room , go check , tv next door blaring , not viable option . the issue house keeping . check room immaculate . however go downhill . re - use towel not want replace every day , however day would take towel replace . floor not vacuum 3 day , breakfast crumb stay whole weekend . plus side , location brilliant . could walk shop , cable car , restaurant , information centre transport . I ' m sure get time , previous review excellent , would struggle recommend hotel family friend . ( sorry late review , travel since ) 
 Jan 29 2008 	 great location small room 	 hotel good . great location 2 block Union Square , nice modern decor friendly staff . hair product provide rusk - good stuff . mini - bar stock great item include energy drink decently price . parking concern - $ 35 night . unfortunately , cheap find unless walk mile . sure include extra $ 35 ( $ 40 tax ) budgeting trip . overall , hotel great . small room 
 Jan 22 2008 	 great place stay ! ! 	 get great rate hotel contact directly - STAYED week ! ! ! slight problem check room type request , staff helpful actually contact we apologise follow day . hotel excellent , centrally locate , helpful friendly staff , really clean complimentary breakfast . would definitely stay although airconditione might prove problem really warm weather - stay late October . room not massive everything could possibly want really not spend much time ! overall , excellent hotel great location . highly recommend 
 Jan 20 2008 	 great stay 	 spend last 2 night San Francisco trip . mom & amp ; walk hotel check availability could long extend stay Stratford Hotel . rate get junior suite bit high Pediatrics ' Convention time . * junior suite # 514 desk , cd player , sofa bed , bedroom , 2 lcd tv , coffee make facility , ref , iron & amp ; board . hotel like many SanFran hotel , aircon facility gladly provide Honeywell fan & amp ; portable cool air machine upon request . use fan sofa bed area window . room decor modern like . bathroom look pale . maybe light . see king deluxe room floor clean . huge . maybe ask room travel husband next time . room overlooks courtyard . mom say sleep well quiet compare Stratford LOL hotel smell clean . lobby small decor modern . remind bit home . free coffee , tea & amp ; hot chocolate whole day . * breakfast room floor ( 5 / f ) . small room ( 507 ) get everything need - cereal , milk , 2 kind juice , regular & amp ; decaf coffee , 2 kind bread , butter & amp ; jam , muffin eat room . breakfast include room rate . adequate enough start day . get mine pajama 7 am . parent wake later eat alone desk room . mom prefer breakfast Chancellor Hotel egg benedict . * staff friendly & amp ; helpful . celso gladly show we suite decide take . forgot names staff deal stay . happy give direction , always whip SanFran city map . one morning ask direction Whole Foods Market store 4th street say take taxi guy front say walk distance . even go door point street Stockton head . super highly recommend Whole Foods Market 4th St. ! place go want eat healthy & amp ; spend much visit SanFran . certain diet like gluten - free / casein - free , vegetarian , diabetic , organic & amp ; like . get fresh persimmon & amp ; organic strawberry . also small coffee shop front . cook food . try fry chicken & amp ; garlic mashed potato go & amp ; salad . excellent ! think near supermarket area . call taxi way back hotel 7 bag full stuff bring home Manila . come late day trip Napa Valley & amp ; Sonoma , ask guy front desk internet server connect , say internet free need get cable downstairs . hotel US trip offer free internet ! even cable internet , happy . hope next time wifi already . also , helped find catholic church Sunday mass . , point one walk distance . take package trip since relative come everyday take we anywhere think bell service front arrange . dad book limo take we airport Chancellor Hotel 's booth Susan though . ( & amp ; mom ) always SanFran . creature habit ! LOL although find taxi driver willing arrange . taxi driver SanFran nice & amp ; friendly people . * location excellent ! hotel near Union Square really noisy . Subway & amp ; coldstone across street . apple store 1 Stockton St. short block away . think BART station beside . everything walk distance - accessible . Westfield mall nearby . H & amp ; gap step away . anything need walgreen half block away close 12 midnight . another Walgreens near Chancellor Hotel 24/7 . shopping window shopping highly recommend . LV great staff - Kim , Angelica & amp ; Robert super ! brand like Burberry , Tiffany , Goyard walking distance . also big Borders bookstore - miss Vie nice , get discount card assist purchase book need . go almost everyday . late lunch Cheesecake Factory top floor Macy 's . nice view Union Square . great service . forgot try Michael Mina 's restaurant Westin St. Francis though . also lunch last day stay Crustacean California St . love garlic noodle . dungeness crab good . lunch 3 $ 120 . though think restaurant open recently offer cuisine ? stay ? yes ! either Chancellor . long stay , Hotel Fusion offer stay 7 night pay 6 think . hope back real soon ! : - ) 
 Jan 3 2008 	 great Stay Fusion 	 spend 6 night Hotel Fusion , San Francisco would highly recommend . first trip San Fran , hotel locate right downtown area , easy walk shop , restaurant , bus , rail tram service . front desk staff extremely helpful friendly . twin queen room , clean , good sized complimentary tea / coffee make facility . breakfast available seperate room , fine we , lot toast , muffin , mini crossiant , juice , coffee etc available . I would definately stay fusion next time visit San Fran . 
 Dec 30 2007 	 Excellent Hotel right traveller ! 	 read review come , find overall good , exception think could live $ 65 night . book 7 night 5 night special look forward , cautiously . pleasantly suprise . boutique hotel bland boring chain , small stylish lobby . since i'venever spend time hotel lobby travel could not care less . really blow we away absolutely perfect location hotel . say 2 block BART , streetcar bus , mean two tiny block world . trolley 1 tiny block away . surround excellent restaurant , coffee shop , shopping amenity person could want . it neighbor expensive hotel far easy location get Chinatown , Alcatraz , Fisherman 's Wharf , Castro , Haight , Financial District , Mission . well location vacation San Francisco ! love Fusion definately stay again . the entire hotel underwent extensive 2 year renovation complete last year show . beautiful granite everywhere , modern elevator little tv 's watch youwait ( though never take 2 minute ) . room tastefuland comfortable comfy bed , clean well light bathroom exhaust fan , flat screen tv dvd player build . roomwa one small hotel , judge view room saw clean , wish dresser instead desk , find furnishing comfortable nice able put suitcase one stand live . would not come expect room size football field , would expect nice . the hotel offer continental breakfast fruit , toast , coffee , croissant , muffin , milk juice , exercise room never use . every room fan , iron board , iron , fairly affordablesnack bar ( never use Walgreens drugstore 1/2 block away ) , coffee maker , hair dryer , nice towel , shampoo , conditioner , lotion , soap . use stay bland chain might find possiblity small room greaturban set odd , otherwise , woud recommend hotel next trip San Francisco . as note .. hotel not air conditioning , compaint 's work 's noise puzzle ... check weather maybe avoid hotel require air conditioning hot month year . 
 Dec 12 2007 	 great value Fusion 	 stay 4 night Fusion Hotel . comfortable relaxed atmosphere . not expect elaborate , expect courtesy helpfulness pleasant stay . room clean comfortable coffee machine snack available . stayed room 503 give we sufficient room ( , not go holiday stay room ) . free coffee available reception 24/7 . adequate breakfast include room cost . perfect location , far preferable Fishermans Wharf . mode transport within one block . Minutes Union Square . Felt safe area city . staff polite help every way possible , even search internet find ticket Raiders football game . stay Fusion little choice , due convention city . lucky . next time , fusion lucky choice , first choice . value money . 
 Dec 11 2007 	 clean stylish great location problem 	 sorry late review ... little put rave review . I reserve 7 night via expedia.com , site offer book-7 - night - and - pay - for-5 - night deal . pay $ 66 / night great deal , consider location . staff friendly , continental breakfast item basic abundant ( take back room provide eat area ... biggie ) , snag extra item snack day . price pay , think get small room available . see room housekeeping make round , envy large space . oh well , right ? husband . room really clean , nice large flat screen tv mini bar / fridge use extra space stash drink leftover . here come & quot ; however 's & quot ; ... -There fan bathroom window paint shut , really stuffy . -The air conditioning make strange sound try turn , not bother.-there screen window , keep window open whole time circulation , accept spider crawlie want cohabitate we . hope big pull - down shade curtain could help.-Despite location know would street noise , another unidentified strange noise come outside window , not face street , first night keep we ( maybe another malfunction air conditioner ? ) would ask another room continue night , end fall asleep exhausted.-the one elevator hotel not work one day , one day really need . top ( 5th ) floor , leg scream mercy last trip room . we be picky people , ' ve stay bad place , never complain . lot good thing hotel , consider thing not work offer ( elevator , air con ) , would probably stay somewhere else next time . would give little style bit comfort long hot day . 
 Dec 10 2007 	 definitely return 	 Chose Fusion read review Trip Advisor . entrance bit disappointment - expect something slightly big . however staff excellent , set perfect , inside room rather dull view courtyard , quiet . food site chinese restaurant good good value . super luxury , perfectly adequate , great value , safe friendly 
 Dec 9 2007 	 never 	 although fusion close cable car , Union Square , Market St. , would never stay . room ( mine , sound like ) consistently least 85 degree day night ... even outside temp 65 . fan room , window open set fan window relief . 's assume stand noise nearby cable car , streetcar , taxi , general traffic . hotel staff explanation show sympathy concern , generally & quot ; deal & quot ; attitude . front desk staff unfriendly seem put request whatsoever . room clean , small . charge bill take snack not take . could forgive except heat room make intolerable miserable entire week . 
 Nov 24 2007 	 great location 	 stay Hotel Fusion 4 night November . hotel fantastic central location . walk BART , trolley cable car within 5 minute . room look like renovate fairly recently cosy good size bathroom . receive complimentary breakfast day . be not ' full continental breakfast alright start day . overall , would recommend hotel other look comfortable , central place stay San Fran . 
 Nov 16 2007 	 Loved Hotel Fusion 	 get back stay Fusion love . stay 6 night . location really great , right near union square everything within short walking distance . staff friendly helpful checking quick easy . room stay great . top floor quite nice view . bed comfortable decor nice feel home hotel . also nice flat screen tv , fridge safe . bathroom good size complimentary toiletry nice . complimentary breakfast consist muffin , crossant , toast , fruit juice . lobby great selection useful guide get around san fran information tour , restaurant shop . would defitnetly stay hotel recommend other . hotel also great value money . 
 Nov 11 2007 	 european feel 	 stay Hotel Fusion husband another couple . love ! hotel perfect location , interior european feel - small comfortable room , clean , lot art hanging wall . well price waht get . place would stay - sure . 
 Nov 6 2007 	 quaint disappointing 	 quaint hotel extremely disappointing . pay Cat 5 cable computer extremely poor excuse continental breakfast . staff unpleasant unwilling unable address concern . this year return San Francisco , Hotel Fusion itinerary . 
 Oct 28 2007 	 Love location / staff hate hear next door noise 	 fault staff , location room condition . downside : - small room- noisey due paper thing wall . constantly wake people talk ( fault - fault noise insulation ! ) play tv / musicIf bother constant noise would recommend otherwise avoid . 
 Oct 21 2007 	 Pulse 	 price location hotel hard beat . when exit front door turn leave .... .. end street turn right jump point main cable car route .. turn leave walk Union Square main starting point adventure be . staff anxious help continental breakfast centrally serve morning . room clean well keep safe build room fridge . anyone complain hotel either live mansion / do not enough walk happy life anyway . at end day 2blocks Geary Street serve day carvery dinner $ 12 O'Douls irish bar . so great place stay ... full belly .... else want ? thoroughly recommend Fusion . 
 Oct 20 2007 	 great Stay Fusion 	 ejoye stay fusion . first visit San Francisco Fusion great base explore city . city major problem homeless people area round hotel always busy problem . time might stay north , still good hotel . may one avoid light sleeper cause heating system noisy . also room hot time even cold outside maybe one avoid summer month . good , clean hotel excellent location . 
 Oct 19 2007 	 love 	 SF Sept wedding . location spectacular , staff awesome ( helpful ) , breakfast perfect morning start , room clean price reasonable location . room touch small , unpacked enough room two easily . inlaw room face street complain noise , ask one face street . bathroom little small doable . would absolutely go . friend also travel city also treat exceptionally well try come hotel book . true negative point hotel would booked thatit wedding tell desk comment would get we little present end nothing come . thing consider , could not ask well hotel ! 
 Oct 3 2007 	 Fusion place stay San Fran ! 	 book vacation trip San Francisco middle September , desperate find nice place rest visit . read horror story hotel vicinity , Fusion stand rest . since apartment spray bedbug , last thing want see & quot ; anything & quot ; crawl hotel room , . disappointed . fusion prompt courteous check - in , room 15 minute arrival . room get twin bed , 2nd floor . bed clean , smell good , clean sheet . first concern . sit room 30 - 45 minute , not notice single thing wrong , see anything else room two leg . stay couple day , would advise putting & quot ; Disturb & quot ; sign door immediately upon enter room , keep check - out , avoid anything & quot ; mysteriously come miss & quot ; room . paranoid like , believe , work ! check - out prompt courteous , note fellow traveler ; please consider research go ahead time , avoid disappointed , disturb nice employee Fusion . ' m sure have helpful , internet valuable resource town traveler . favor , print agenda be go , along plenty map , enjoy 100 time ! ! ! love Fusion , come back again . Derek Jordan 
 Oct 1 2007 	 Liked Fusion 	 room little small clean comfortable moderndo not put reviewer say location little dodgy ... 's . street around hotel busy even wee small hour feel ssafe walk aroundStaff friendly helpful 
 Sep 28 2007 	 love Hotel Fusion ! 	 stay Hotel Fusion 2 week August September 2007 . hotel ideally locate explore city foot . right middle many restaurant shop , especially wonderful icecream shop across road call Coldstone Creamery . hotel clean tidy wonderful friendly staff happy answer question give we lot helpful advice travel round city . free breakfast scrumptious , offer toast , muffin , crossiant , juice , fruit , tea coffee . also free internet access provide well access small gym ! hotel two minute walk away one main shopping centre well one minute walk BART station use transport airport instead pay lot taxi ! pier 39 45minute walk good offer lot shop , attraction catch boat Alcatraz . also go amazing helicopter ride brilliant would advise everyone visit city go ! BART station also link muni ideal visit San Francisco Zoo see famous Gary grizzly gulch Wilbert wonderful Warthog ! Hotel Fusion make holiday perfect ideal place start explore fascinating city San Francisco . 
 Sep 27 2007 	 good experience 	 air conditioning , sink bathroom ( sink actually outside bathroom ) . Smell terrible ( room 518 ) , could not figure originate humidity leak structure . 1 elevator - check bus full tourist arrive wait 15 min elevator 5th floor . 
 Sep 13 2007 	 reasonably price hotel could great 	 Hotel Fusion great location San Francisco . general room nice . first two night room queen bed , third night full - sized . fact room full sized nice queen , cheap ! room center around court yard face street . air con , really need keep window open . however , room opposite , couple late night fun : - ) scream could hear reverberate around courtyard . otherwise , lot siren ambulance firetruck . once breakfast room expand actually sit , plus . free internet business center real plus . almost everything new hotel , general great value . especially good young people , perhaps good family . 
 Sep 9 2007 	 great location incredible SF price ! 	 room : stay King bedroom . right size bed comfortable ' ve every sleep . bathroom bite small sink vanity get get creative spread stuff . shower glass stand shower cool leak door crack prepared mop not slip . air - conditioning usually fine SF fairly warm day room get bit hot . put fan room crack window night keep air circulate . street noise come hotel fan drown sound . location awesome . block Chinatown Union Square good shopping next NYC Park Ave . opinion . rent car whop $ 25 / day car park . little street parking . need car travel wedding event wine country one need car enjoy SF . across street great Sushi restaurant open Midnight go ! yummy ! 
 Sep 5 2007 	 Excellent ! 	 Great Deal ! nice room , little bit hot ! staf nice ! right center SF ! 
 Aug 11 2007 	 excellent location excellent price 	 hesitant try place , consider $ 114 night two people . San Francisco , think would get pay wrong . place steal ! clean , newly refurbish good awesome location - Union Square right around corner good shopping Westfield Shopping Center literally two minute walk away . upgrade king bed suite ( would cost even ) plesantly surprised room . Sure be small ( american standard ) , care - spotless newly refurbish plasma tv , stereo system wall , comfortable bedding . continental breakfast simple - coffee , juice , toast , muffin , crossaint orange apple . Richard , concierge , especially helpful come restaurant choice front desk staff friendly . should ever go back , would certainly stay ! 
 Aug 9 2007 	 will not regret try hotel 	 great experience stay Hotel Fusion . customer service excellent . guy focus make stay right ! block Powell St. station sooooo convenient . since flight delay twice day arrival , not get till midnight SF time . helpful get we direct wait we get door . want room two double bed , offer we two separate room price one . work great . share bathroom . do not worry AC will not need . street noise room . staff helpful everything ask . even print boarding pass we leave . charge . great concierge ! 
 Jul 30 2007 	 cramp good location 	 dude stay around SFO couple year 3rd hotel . First Pro 's : great location , clean , good decor , coffee maker room , & quot ; breakfast & quot ; ( see also con ) con : REALLY small room not seem mean 2 ( yes , double ) . luggage space slim , walk room . ' ve hit shin pointy corner bed many time remember . hooks bathroom ( anywhere ) minimal amount place stick toiletry make bath hard place share 1 person . breakfast really continental ( i.e . bread product coffee ) , 7:45 ( 45 minute begin ) , already cream replace ( ' ! ) .We pay $ 119 room think ' pretty alright , though comparison Carlton hotel stay last year , would suggest stay Carlton Sutter , price , get little room place well think . 
 Jul 20 2007 	 need ... 	 stay hotel fusion 8 nuit . twin room ( single bed ) really small , unpacked , everything one may want : clean , practical bathroom ( shower ) , flat screen tv dvd player , mini - bar , assortment snack sufficient storage . side , bedroom window open onto wall , ok since spend much time room anyhow . location perfect ; minute Union Square , shop restaurant ; Bart tram line . 10 min tram Pier 39 . breakfast ok unoriginal ( bread , coffee , muffin ) 's great dinner around corner . concierge helpful organise bus tour arrange pick well airport shuttle service ( $ 15 ) , much cheap taxi . overall would recommend hotel . 
 Jul 14 2007 	 absolutely wonderful ! 	 good hotel San Fran price . book hotel three friend . two friend decide book another hotel not recognize Fusion name ( yes hotel snob ) . first night hotel , next night stay Fusion wish never change . staff incredible . location unbeatable ( great shopping , restaurant good public transportation practically outside door ) . price sensible . room small clean neat - almost like european hotel room . definitely recommend fusion stay future trip San Fran . 
 Jul 14 2007 	 Great Deal 	 great place stay ... good 7 day package 700 room street .... little noisy night .... might want inside room less noise cost less ... great location / shopping etc ... buy 7 day pass transportaion ... go anywhere .... see : Golden Gate Bridge , Park ... Persidio , North Beach , Fishermans Wharf , Haight Asbury , Saucilito , every neighborhood San Francisco . Chicago little bias , think clean city . many homeless , many beggar , much trash . come on mayor clean place ... go night alone .... homeless nice ... one lady say going cut give money ... tell go away would kick [ -- ] .... careful Reagans street people crazy . none like Chicago ... clean etc ... 
 Jul 8 2007 	 great hotel ! 	 Hotel really nice clean . staff also friendly , especially one guy front desk . tell we cool spot SF help we lot . hotel not air - condition room hot . location near Tenderloin bad area everything fine long not walk right main door . : ) 
 Jun 29 2007 	 Miss San Francisco 	 wife stay Hotel Fusion summer 3 - june-2007 17 - June-2007 . perfect 2 - week stay . room always keep clean tidy , staff always friendly helpful , shower strong , complain we all . the free internet helpful research holiday . LCD / plasma tv many nice program . initially skeptical aircon hotel didnot affect we stay San Francisco always cold , even summer . this value - for - money hotel find excellent service , convenient location comfortable room . thank make stay memorable . 
 Jun 26 2007 	 Hotel Fusion place 	 wife stay Hotel Fusion 6 - 22 6 - 25 . expedia rating Fusion 2 star . something terribly wrong witht rating format . fusion staff nice helpful . clean staff job also . room clean nicely furnish set - up contemporary style . room bite small fine two people . love window face Ellis Street could mood city . one good thing Fusion one block frm BART system get anywere around Bay area , one block Trollies , couple block & quot ; F & quot ; bus line take Whorf downtown visa versa . two block away Weisfield shopping center , imagine what s ! shuttle service breeze SF airport . concierge incredibly helpful knowledgeable . plan visit SF & quot ; HIGHLY RECOMMEND HOTEL FUSION . & quot ; price right happy . feel free email question lincoln44 @ cox.net . Tony R - Phoenix , Arizona 
 Jun 19 2007 	 Great Location Great Hotel 	 stay Hotel Fusion week ago could not recommend enough . room small side perfect couple -- want stay room be San Francisco , anyway ? one block cable car turnaround , two block BART station , within walk distance least dozen bus stop . safe location someone duty 24/7 . front desk staff super friendly helpful , especially Mindy . want late night meal one night , immediately get phone call several restaurant we make sure kitchen still open . breakfast quite good , although hearty ( muffin , toast , juice , etc . ) 's free internet access business center . basically hotel give everything need , nothing not . 
 Jun 15 2007 	 fusion great choice 	 Stayed Fusion June 9 - 12 . loved hotel location . room small side , large one . quiet one one face inside court . & quot ; continental & quot ; breakfast minimal , expect price pay . hotel staff polite informative . would hesitate stay recommend . good feature ? location , one block away Union Square . 
 Jun 14 2007 	 Location Location Location 	 get excellent deal Hotel Fusion spend week . match rate find online research call make reservation . get queen bed room less $ 70 per night base stay seven day pay five promotion . the hotel perfect location two block Powell Street BART station ( market ) well streetcar bus line run along Market Street . the room clean well furnished . bath little small clean well . folk work hotel friendly helpful . two computer use free free continental breakfast well . my room spacious queen bed , desk , two bedside table , minibar , flat screen tv . room large enough probably could set two double bed space spare . the downside air conditioning happened catch unusual warm spell open window necessity . choose room face street noise times problem day rarely day . inner room assume would quieter . I know book base review choice room think street side would provide view really see building across Ellis Street . if lucky enough return San Francisco , would definitely stay Hotel Fusion would try one inner room time . 
 May 19 2007 	 Great Hotel Grast Price 	 stay Hotel Fusion 8 day take advantage extend offer rate . hotel fantastic value money . location perfect , hotel recently refurbish mean everything new clean . room small although everything need . guest complain noisy although never problem ( ask internal room ) . would definitely recommend hotel anyone look small inner city hotel . 
 May 15 2007 	 fantastic location - definite stay ! ! 	 hotel fusion trendy hotel 's bit small side location make . go boyfriend ever go back girl trip , would feel safe staying . numerous restaurant outside load shop ( FCUK H & amp ; stone throw away ) . complaint wall thin room smell bit musty . book minor issue . 
 May 13 2007 	 Excellent hotel could not recommend enough 	 hotel great choice , can not believe well choose , especially price pay . review site help we pick end , glad listen ! despite close Tenderloin , would not know , long not wander far right hotel fine . location perfect . one block BART cable car excellent . also enjoy shop within block hotel great store hand . hotel staff could not helpful , often provide we information print detail internet we . room well hope , large bathroom , fridge , cd player , comfy bed air con unit . choose Ellis Street view room avoid noise disturbance , peaceful night sleep . free buffet breakfast great bonus . seating , care ? helped ate room fine . San Francisco excellent city , opinion could not pick well hotel use base . recomende friend consider trip , would definately make first choice return SF . 
 May 10 2007 	 average place bad 	 first positive - handy location good price . clean tidy . the negative - airconditione make 90f evening uncomfortable . lot early morning siren , ambulance police car , seem pass area . service variable quality - good helpful , surly unhelpful . breakfast room bit sad ( can not sit , take breakfast back room ) , food average . also shock present huge phone bill pretty limit call , soon knock back complain compare bill cities Europe , Japan USA travel through . on balance would not recommend 
 May 8 2007 	 great stay near everything 	 hotel great price location . husband stay 2 night May . room small ( think NY Europe ) enough room 2 we . not spend much time room anyhow . room clean modern flat screen tv . even like sink room bathroom . convenient get ready . staff helpful want something late night may may get . need extra pillow around 11 pm check lucky enough get . person staff point guy not sure could leave . guess work . not free breakfast can not comment , much great food around need it . the location convenient . be right near BART cable car stop . also near fancy shopping Union Square many site ( MOMA & amp ; Park ) . depend walk dicey . lot homeless people ask money suppose tourist around . overall stay pleasant would stay . 
 May 4 2007 	 Hotel Fusion San Francisco 	 stay Hotel Fusion one week , . hotel location excellent , five minute walk Union square . locate heart city . hotel clean well furnished , staff well say , professional helpful . give assistance whenever need , ever go back city , would hesitation stay hotel . 
 Apr 28 2007 	 Unbelievable value money - stay hotel ! 	 hotel amazing . good location San Francisco - right Union Square , stone 's throw away Bart , tram , bus station - absolutely perfect see San Francisco , shopping eating . I stay twin room ( american - speak single room ) quite small , perfectly clean newly refurbish . bathroom enormous spotlessly clean . flatscreen tv DVD player , broadband internet access , iron ironing board coffee percolator . unfortunately , not minibar - make keep thing icebucket fill ice machine 4th floor ! one budget room - pricy one ( peek clean time ) much large , luxurious minibar . breakfast bad aspect . food provide small room top floor , nowhere sit either eat stand take breakfast back room . tea , coffee , juice weird bakery item consist & quot ; toast & quot ; , & quot ; muffin & quot ; & quot ; croissant & quot ; taste bit like plastic . however , plenty breakfast option street perhaps 's usual american hotel . the staff exceptionally friendly , helpful knowledgeable . excuse plug , hotel two great restaurant - Kulitos Daily Grill . really classy food much money . stay hotel ! will amazed price ( contact direct ) . really really good . 
 Apr 19 2007 	 Top Hotel money 	 Hotel Fusion great location - one dodgy block close centre well . it really helpful front staff main area smartly present . room clean comfortable LCD tv coffee make facility - expect huge space however - remember price . will definitely stay recommend family friend . 
 Apr 15 2007 	 Great Place Great Price ... 	 GREAT place stay . right center town , walk distance major hot spot . 20 short minute ( walk ) Fisherman 's Warf , 3 short block Chinatown . hotel clean staff could nicer . room tad small , keep . , diningin hotel , ok surround great place eat walk distance hotel . would stay , question ! Front Desk amazing bellman helpful ! ! love ! 
 Apr 8 2007 	 Excellent choice 	 read review place , true . place excellent . location fenomenal , literally one block Powell Station ( BART ) Cable Car two Union Square . personal good , always willing help . room great money , stay 7 day pay 5 special , bargain . room spacious , clean , modern flat screen LCD television . bathroom big meet expectation . not think air conditioner , although never need . room 204 , front hotel , not think noisy , course , noises street bad . actually hear bell cable car , barely , great . hotel surround lot place eat , subway cross street . , definitively , return Hotel Fusion come back San Francisco . 
 Apr 7 2007 	 great place good SF price 	 stay boyfriend 7 night . love . clean , compact . room fridge , desk tv well hang space great . location good . 's close Union square , powell station . staff friendly helpful give great restaurant , bar , gig recommendation ( assist late night room change , see ) . first night noisy . arrive home close 12 am realise room ( face inside ) near air unit make lot noise . go reception hour later ( around 1 am ) request room change next day give new , large room spot extra charge friendly man front desk . remain room ( 205 ) rest stay complaint . the breakfast good starter . nothing amazing , brown bread , croissant , coffee , orange juice fruit make good ( free ) start day . I would definitely recommend place ( happy room request room change ) . 
 Mar 30 2007 	 great location clean great price ... bring ear plugs 	 great location , locate right near shopping . book hotel match expedia 's rate ( 109 ) . room nicely size , big small- two people . bathroom TINY . room anything . wall thin , do not want hear neighbor stay somewhere else . also , insulate windows street noise come like outside . light sleeper find another hotel . room face street nothing noise night . New York City quieter ! overall , hotel nice , linen nice , room clean , staff friendly , location great . valet parking $ 30 night . hotel right corner easily miss . look good bargain great location book hotel ... remember bring earplug . 
 Mar 29 2007 	 great hotel recommend highly enough 	 husband stay Hotel Fusion week March , could ask anything . hotel locate , many say , block Union Square brilliant public transport well , less 5 minute walk infamous cable car . staff hotel wonderful , always hand anything need ( not much ! ) internet access brilliant - get cable $ 2 problem access net room . room wise , perfect we , give husband 6 & quot ; 6 , many people tall , problem anything . room may big many american hotel room , compare european hotel room , par ' ve stay ( stay many England , France , Holland Belgium ) . problem noise what - so - ever , inward face room , could something . also complaint lack air - con , not get 80f - imagine might problem height summer . the real draw - back hotel inflict every hotel area - number homeless people constantly ask money whenever step safety hotel shop - never feel danger , little embarassed time , feel terrible saying - tell give will never leave alone see ... recommend Hotel Fusion highly enough , would happily stay recommend friend family alike . 
 Mar 26 2007 	 Great Hotel 	 great hotel , centrally locate Union Square Moscone . room clean , modern cheap . staff friendly helpful . the brweakfast buffet little thin selection , good . 
 Mar 24 2007 	 Fusion = Fantastic ! 	 husband stay fusion second week March ( rainy , still nice ) . arrive later evening trouble find place , ' use hotel ' direction , use yahoo drive direction instead … mistake . trouble check room upgrade junior suite charge . room great . two flat screen television nice sit area writing desk . closet space limit however . bathroom large , counter space minimal , able put makeup get ready write desk- large mirror well . bed comfy . notice review mention noise … I ' hear . worried , request room inside building . oh , room clean , huge deal I . the vibe hotel young fresh - very trendy . hotel ' location great close great food shopping . ' walk distance anything ' , SF public transportation great . one minor problem , parking . valet car $ 31.00 per night . , great stay $ $ $ $ . 
 Mar 9 2007 	 Excellent Location ...... Great price 	 hotel close every major san francisco must see spot , CHINA town , UNION SQUARE , B.A.R.T. , FISHERMANS WARF , NOB HILL , NORTH BEACH ETC . ETC . great hotel single couple want weekend getaway . hotel old hotel build likely late 1800 's 1900s san francisco old city lot old building ..... hotel bring 2007 standard ... flat screen tvs room , free internet access . standard room small prepared get standard room , upgrade standard room $ 20.00 per night worth . business traveler family , might want stay room size . make word picky . business traveler hotel ..... everyone else WELCOME ......... GREAT TIME . 
 Mar 9 2007 	 Noisy ... 	 must admit Hotel Fusion great bargain great location . my room large basic . compaint go great length renovate hotel overlook one detail , insulate window . 4th floor street noise penetrate room overnight almost unbearable . light sleeper would recommend stay somewhere else . 
