$ 	 $ 1800 Stolen room Sofitel New York Thanksgiving weekend ... hotel security & amp ; NYPD make report & amp ; said & quot ; likely & quot ; inside job & quot ; & amp ; good luck try recover loss & quot ; ... ' ve contact hotel manager say & quot ; deal NYPD never contact neither hotel regard steal $ ... responsible ! & quot ; ... would assume call 4 star luxury hotel would hire license / bond professional housecleaning / staff work apparently ! ... warn everyone stay hotel ... overrate ... booked & quot ; luxury king & quot ; room upon arrival give small standard room queen bed claim overbooke ... complain 20 minute , apathetic staff faux french accent major attitude finally agree comp us breakfast ... unbelievable ! ! ! definitely bad hotel stay ' ve ever encounter New York . frequently travel worldwide business & amp ; pleasure & amp ; never rob hotel room & amp ; treat poorly ... stay away hotel ! ! ! 
 steal money horrible customer service 	 book luxury king room check hotel give room key . notice room queen room call front desk make sure , say yes , queen room sell would comp we breakfast next day would also upgrade we junior suite king room last two night . think fair enough accept . next day someone move luggage new room everything go great . hotel seem little date , run kind way . 's great area like near Times Square . pet friendly dog we . end story would wonderful one , not . we gather thing check hotel partner notice money steal shaving kit . couple thousand dollar . immediately call hotel security insist call NYPD . indication room break clearly hotel employee . also , cash leave trip still full day NY . manager nothing let we keep room leave flight . top check person behind front desk try charge we breakfast say compe we . , would think suppose luxury hotel would note reservation state happen we would acknowledge plight , alas , , ask see manager still not acknowledge happen . call general manager , Florian Shutz , essence tell nothing could would help we take responsibility employee . guy would good testify Congress good give straight answer . either hotel thief work , hotel burgle guy / girl get room without key bust door . 
 Problem Solved ... 	 stay Sofitel New York November 25th - 30th time US Thanksgiving . first let say stay Sofitel Miami London - impress we review website Sofitel New York encourage we stay New York . stay New York numerous time far good value money . stay W midtown last time pay almost double bathroom could close door sit toilet - happy size quality hotel room . great location wonderful room . nice restaurant GREAT gym . staff wonderful one exception . story . I pay two room - junoir suite king room side side travel 5 yr old , mom sister law celebrate mom 's bday . plan put daughter sofa bed suite , mom king bed sister law king room . check breeze midnight , go pull sofa bed night find sofa fact sofa bed . call front desk tell yes , guarantee sofa bed , would figuure something night move we morning . 1 am finally go downstairs get answer go deal problem . front desk clerk clearly know ( discover rollaway bed entire hotel ) try good . evening manager saunter tell mom would sleep curl couch blanket alternative - quickly reply mom 60 year old would sleep curl couch - would find another room night sort morning - could displeased give we room night - sourly without apology . total JERK someone deal public . mom go bed new room fine - felt would resolve everything . morning amazing day manager approach us - apologetic clearly embarasse dealt night suggest mom take complementary room entire length stay . surprised shock - think one we would sleep rollaway entire 5 night - also send cake mom wish happy 60th chocolate we inconvenience . tell EVERYONE feel hospitality industry - make people unbelievable experience remembering - always recommend Sofitel young man action . already lovely hotel , go way make UNBELIEVABLE hotel great , great experience we . hope General Manager read comment promote guy understand business - already plan trip involve another Sofitel . come back 1000 time business . way go sofitel make guest know want ! ! 
 Sofitel -- Great NYC Family Getaway Hotel 	 Thanksgiving family vacation ( include 6 adult 9 child ( age 1 - 11 year ) make even enjoyable warm welcome receive Sofitel . staff could not friendly helpul . room good sized , clean , well appoint , comfortable . little touch like separate shower bath tub , small box chocolate , turn service lovely classical music Bose speaker appreciate even young member family . kudo make Sofitel lovely , elegant oasis midst hectic mid - town Manhattan . PS -- -great location many tourist & quot ; hot spot ! & quot ; 
 recommend 	 stay four night hotel nice especially big city location . ideally situate . get breakfast include bonus work expensive nice hotel . staff friendly helpful . 
 live expectation 	 Room - Hotwire 4 star rating well deserve sofitel.-staff fast , efficiant curdious.-decor edge opulant.-fridge deliver room extra charge.-prepriotory bed ensemble amazing ! -As high end hotel , pay use phone internet.-only 1 minor issue find work ice machine.-unbelievably quiet , hear 1 siren room . location-15 minute walk north Central park-15 minute walk south Penn station / empire state building-2 minute walk times square / broadway-5 minute walk Rockefeller centre / Saks fifthe ave-2 minute walk near subway station- $ 60 cab Newark airport $ 40 cab JFK ( take public transit ) -close many well review restaurant DB Bistro Moderne , Bubba Gump Shrimp Co . 
 perfect comfiest bed ever ! 	 arrive back three night stay Sofitel really fault . location great , short walk Times Square ten minute walk shop 5th Avenue Abercrombie Fitch , Bloomingdales , Tiffany ' etc etc well lovely Central Park . room 2017 , view Empire State Building Chrysler Building . room lovely , bed comfiest ever sleep room bathroom immaculate . room also quiet . staff attentive , friendly ball . breakfast include rate find Red Flame Diner door perfect feed start day . would hesitate recommend hotel back NYC would certainly stay . 
 right . 	 stay three night week ago partner friend love hotel . ask room next door high floor . request meet room , 2114 perfect . noise whatsoever one comfortable bed ever sleep . bathroom wonderful amazing shower good part bath . relax bath end day New York wonderful . towel plentiful check replace daily housekeeping perfect . every evening bed turn fresh bottled water leave bed . cocktail bar every evening go superb . whoever behind bar charm helpful staff encounter . not eat restaurant seem busy weekend . husband use gym twice impressed . hotel real 1930 's feel , romantic great lobby fire seem lit time . would definately go back would recommend friend . time , not see child . however , kid old enough go New York we would not hesitate stay . 
 nothing good 	 one hotel confirm high storey room u book it.very good smile service.location perfect . 
 good service could friendlier 	 good stay great location . feel staff could polite esp pay much . room nice not notice excess noise other complain . 
 fantastic location ! 	 return long weekend NY . first visit NY really please stay Sofitel . location fantastic , 5th 6th Avenue , short stroll Time Square . girlie shopping break , book twin room . room reasonable size bed really comfortable . bathroom nice . complaint whatsoever . iron / iron board room good hairdryer . tea / coffee make facility , maybe be british thing . anyway , find Starbucks nearby 5th Ave early coffee ! complimentary evian water room . we not eat drink hotel , restaurant seem popular large group people . the staff helpful . leave luggage hotel check return 6 hour later , able weigh case make sure not 23 kg limit ! 3 computer little room lobby free internet printer . never problem availability . wi - fi room , charge . the hotel not cheap . fact not think would able stay twin room expensive basic double , find good deal Expedia save £ 250 compare price booking flight hotel separately . good time go - Thanksgiving sale start ! ! would recommend hotel anyone want bit luxury central , quiet location . 
 Jul 25 2009 	 quite fine offer special promotional rate 	 Sofitel promotion stay three night pay two . stayed like , save substantial . room well appoint quiblle ice machine floor ( 20th ) break go 19th . big deal , however minor inconvenience . everything else mini - bar , breakfast ... etc ludicrously over - price good bring water , soda ... etc . the Red Flame diner door away hotel 's colleague , Algonquin Royalton , year provide modestly price breakfast good filling become disappointing lot expensive . visit twice serve egg tasteless dessicate re - heated sausage bacon occasion . coffee bitter even toast taste make stale bread . shame Red Flame guilty pleasure face pocket gouge hotel breakfast . sofitel fine comfortable without anything beyond one expect 4 5 star hotel . however would stay special promotion promotional rate value fair get . 
 Jul 24 2009 	 good overrall hotel experience ever 	 though stay Ritz Carlton Carlyle Manhattan , Sofitel hotel choice . wife feel value receive unsurpassed could never match hotel N.Y.C . 650 square foot suite 27th floor come $ 60 daily breakfast folio check 6 night little $ 2500 . folio similafr suite Carlyle 5 night last year $ 4200 w / out breakfast . sofitel unmatched location , offer free internet accomodate staff -- -- be still shake head great deal . finally , trick negative reviewer not know ask 22 series suite suite choice stay Sofitel . 
 Jul 24 2009 	 Great Bed 's ! 	 ok , stay great hotel . sofitel beautiful hotel , reason , expect bit . hate complain small thing , seriously , pay high price hotel , expect thing high quality . first , pro : sofitel bed pillow amazing . lie tired foot bed , sink heaven . great , although make sure ask top sheet . apparently , Sofitel believe top sheet . cover comforter .... whatever ! hotel pretty good location . block Times Square . , con : luxury hotel , seem plain . nice pretty , WOW . ice machine 8 , 9 , 10 floor work . ask staff never fix . front desk lose luggage slip take hour get bag bell hop . would gladly take bag , yet insist . well , insist , please prompt . , may picky . pay great hotel , want great hotel . ok . would stay would recommend hotel New York area . 
 Jul 22 2009 	 Fantastic Location Good Room Size 	 location hotel really fantastic , block Time Square Fifth Avenue . park also 10 - 15 minute walk away . size room great quality bathroom feel sometimes let city centre hotel major city excellent separate powerful shower bath . my small critique would despite email day arrival detail partner honeymoon , hotel recollection check discover luxury room 12th floor ask move room nice view Empire State & amp ; Chrysler building accomodate 1st night due full allocation remain 3 night move we 26th floor provide we honeymoon extra . once resolve hotel excellent would definitely go back future visit New York . 
 Jul 22 2009 	 excellent choice almost perfect location 	 hotel excellent . well place turn leave hotel walk one block 5th av walk way come Times Square . one way street get taxi door problem . room superior room 19th floor . view Chryslar Build nice . shower cubical huge although bath small side , give option . clean quiet . bed turn night music leave play Bose music system arrive night fresh bottle water leave night . bed comforable blanket seem envelop air conditioning require keep cool . tv large flat screen take advice gain Trip Advisor use Red Flame diner breakfast . excellent hotel downside lack free wi - fi . free wi - fi pc 's lobby always full . surprised NY preloade Touch softwear ny , place available log . flight evening hotel give late check extra cost . clean staff courtious staff . stay hotel lot business say hotel disapoint , use stay 4/5 star establishment 
 Jul 21 2009 	 New favorite NYC 	 choose Sofitel two night stopover base location review . check polite efficient luxury room nice , clean , quiet , comfy bed large bathroom L'Occitane product . ' try restaurant , good drink bar . definitely back next trip NYC ( least long rate high ) . 
 Jul 20 2009 	 slip 	 recession policy obvious . slip maintenance , close hotel shop , wear room literature , miss doorman time , luggage pileup , etc . real nice roomy accomodation , excellent responsive service , great location still place . may NYC market representative . not know . 
 Jul 20 2009 	 Great Hotel - Great Location 	 stay many hotel city - would highly recommend one . book stay boyfriend birthday stay 3 day - honestly say never see maid , yet cleanliness room , well rest hotel , incredible . love definately return . front desk clerk must overheard we talk birthday check birthday cake deliver room ...... cool ! ! neat touch room . 
 Jul 20 2009 	 atrocious service - arrive 	 clearly appear popular hotel ; unfortuntately level service receive trip appal force cancel trip opt another hotel.when go abroad , usually email hotel plan stay check detail . apart give information hotel , give good indication good service ; i.e email back promptly , good sign . having make book hotel agent , write check book detail also ask cost transfer JFK airport - unusual request would not thought . well cut long story short , never find thinformation tranfer despite write 4 , yes 4 email 2 week ! ! ! even write directly boss , brush aside tell concierge would touch never . 2 email , send book confirmation , two mistake ! even threaten cancel booking , take notice . polite throughout email even appeal sense sympathy explaining get back , could not organise rest trip . all avail . good luck rest ! 
 Jul 19 2009 	 much well expect 	 like New York usually go every year shopping weekend . normally stay Mark , great location fantastic service . however refurbish need alternative . bad experience large hotel New York , friend recommend Sofitel expect much . pleased say Sofitel exceed expectation . location good , staff room excellent good value money . hotel recently refurbish although room large , attention detail cleanliness excellent . book slightly well room , happy . problem take hour luggage arrive room , happy apologise send chocolate room immediately say sorry . stay . 
 Jul 19 2009 	 well present excellent location comfortable room 	 first visit NYC tear Library hotel . sofitel due price end glad pick one . hotel air sophistication minute walk lobby . lot fresh flower scented candle litter entrance along big comfy leather sofas . room 19th floor great view Chrysler building . reception staff upgrade room arrival beautiful room plenty space , nice 42 & quot ; tv , lot hang space bathroom separate shower . I would certainly recommend hotel anyone want nice , clean hotel main street within striking distance Times Square 5th Avenue 
 Jul 16 2009 	 comfortable great location 	 Sofitel comfy bed ! close , walk distance , theater , Times Square , Grand central great music bar ! sofitel great midtown place stay . wonderful time great drink hotel bar - try white grapefruit martini ! 
 Jul 14 2009 	 great location great comfort okay price 	 stay 3 night business / pleasure May 2009.Initial think hotel arrive , & quot ; Ooh , elegant & quot ; , take glimpse around candle - light lobby , marble flooring , European - style furniture . nice , think . check - in also impressive . extremely late arrival ( 1am ) due flight delay , still greet pleasant , helpful smile quick service . room exceptionally clean , impressed amenity ( l'occitaine product ! ) , bed one comfortable ' ve ever sleep , view ... oh , VIEW ! view , sixth floor , good , , , subpar . literally view wall ! lolgrante , room high level have floor sheerly base availability , one would think request first reserve nearly three week ahead time , would grant one ... las ... though , good stay . close Times Square dining , friendly helpful staff , clean room . recommend . 
 Jul 13 2009 	 Great Location spacious Clean Rooms 	 love location hotel , right 44th 5th 6th avenue . 's close number subway stop , Bryant Park , Theater District ( i.e. , Times Square ) countless restaurant . room spacious ( especially NY standard ) . room queen size bed , plus lounge chair & amp ; ottoman , addition standard full - sized dresser two end table . room clean , clean service great , turn service time everyday . excellent experience . will note clientele comprise mostly business traveler , see number guest family small child , not like hotel cater business traveler . great hotel great price - take advantage 3rd night free offer , make place steal . 
 Jul 11 2009 	 Excellent Hotel - truly live expectation ! 	 start finish hotel great ( apart one minor hiccup ) . travel NYC boyfriend leisure trip , sightseeing etc . stay June 20 - 24th book directly via hotel website . request room low floor half not comfortable sleep high floor ( interesting holiday location we consider ? ! ) . allocate room floor 9 stay room 904 . standard queen sized room lovely , large big enough large flat screen tv double wardrobe nice bose radio system - set alarm morning . the location fantastic close bryant park ( 2 block ) get coach ( Coach USA ) Newark airport $ 50 us round trip . would highly recommend transfer method good value money straightforward . coach USA pick point across road airport terminal . also close rockefeller centre , times square etc . walk everywhere except get cab battery park cover downtown area also get cab Harlem cover top end central park . really great central location quiet enough street feel safe . the hotel lobby lovely , overly grand fresh flower , complimentary internet printer always smell beautiful ( sound funny thing notice really smell gorgeous make feel hotel one luxury care appearance ) . pass several hotel include Waldorf - look really run way time please hotel make comparison location ( particularly pleased not stay Times Square think noise would much ) .The bed soooooo soft per review - even comfortable bed home ! nice really soft bed sleep night walk . equally separate bath ( although full sized ) great power shower . miniature toiletry good brand L'Occitane add element luxury too . hotel staff really friendly concierge generally make good recommendation ( except one night direct local pizzeria / italian call Osteria Al Doge awful start finish ! ) . even allow order takeaway pizza & quot ; pie & quot ; deliver room massive & amp ; super tasty . last day order picnic basket part hotel package ( current promotion ) lovely deliver late chase not alter overall view hotel . would not eat hotel rather use fantastic base explore Manhattan . eat breakfast red flame cafe every day per several reviewer real value money offer lot different option taste . open really early great we eat early 7 am day . often full local always find good sign eatery ! would definitely stay return Manhattan would definitely recommend friend . pay around £ 725 4 night seem reasonable level hotel booking directly give we problem . request late check due we evening flight provide problem . maid service great turn service give little bottle water nice touch . you will not disappoint stay . 
 Jul 10 2009 	 Location says 	 find hotel absolutely brilliant . central location Rock , Empire State , Central Park , Times Square . staff helpfull . room well appoint , clean roomy . bed turn service soft music play return back evening make day . 
 Jul 10 2009 	 good choice 	 stay number hotel New York City . sofitel far favourite far . stay two night early July 2009 upon arrival upgrade King Deluxe - although wait 40 minute ready ( big deal ) . believe particularly busy period since value money exceptional . pay $ 529 2 night , taxis include get AWESOME room . king deluxe good size lot storage space , decoration classy , plush luxurious . bathroom spacious , beautiful , clean nice . not spectacular view 12th floor nevertheless hear street noise . fact , room extremely quiet . true breakfast little high price side , many coffee shop around area 's choice really . the staff friendly helpful . two concierge knowledgeable help idea . we back sure - doubt will find good deal second time around . 
 Jul 10 2009 	 great spacious room reasonable price 	 stay May wife , 3 year old , 7 month old really enjoy . find deal sofitel.com well anything could find reputable hotel . room 600 square foot living room bedroom , really ideal family travel . people checkin great maid . rude person bartender hey , NYC , bind run rude people . lastly , stunning view ( see pic attach ) dislike midtown much anyone hotel particularly room make . walk Central Park Grand Central major subway line easy walk . will not stay anywhere else next time NYC 
 Jul 8 2009 	 Brilliant 	 stay Sofitel 10 day Christmas . accomodation comfortable - particularly wonderful bed . every night return hotel bed turn back , bottle evian water put we , classical music play room - lovely long day sight - seeing . we not upgrade despite honeymoon not mind really enjoy time could not fault room . we order breakfast room one day delicious expensive . generally eat Red Flame Diner offer we simple , cheap breakfast . 
 Jul 8 2009 	 Fantastic Fantastic - Great Hotel Great Stay 	 stay 3 night 3rd July long weekend celebrate husband 's 40th birthday . fantastic , room large spacious exceptionally clean , fantastic view Chrysler Building . receive birthday cake really nice touch . staff polite extremely helpful ( thank Catherine Front Desk ) , fault hotel . breakfast include package superb . location great , short walk Times Square Fifth Avenue . JS 
 Jul 7 2009 	 stunning hotel perfect location 	 return six - night stay Sofitel incredibly impressed . everything - helpful friendly staff , beautiful spacious room , amazing location - perfect . could ask . breakfast delicious ( although little expensive ) , every day return room find bed make , complimentary bottled water chocolate soft music play Bose stereo . spend day take sight New York , real luxury come back soundproof , relax room get good night 's sleep quite possibly comfortable bed ever sleep . bathroom stunning well , L'Occitane toiletry lovely . entire hotel also delicately scented amazing smell candle , also free internet useful . complaint whatsoever . be look luxury hotel heart Manhattan , one choose . 
 Jul 5 2009 	 another great stay perfecly locate luxury hotel 	 stay 5 night Sofitel New York , second stay two year . another good experience . location perfect , 5th 6th avenue , near everything mid - town ( Rockefeller Center , Times Square , etc . ) , yet quiet 44th street . check painless , room impeccably clean well appoint , flat screen tv , minibar , BOSE radio , etc . bathroom great luxurious . basically complaint , would stay would definitively recommend hotel anyone . cheap , much NYC . 
 Jun 29 2009 	 great hotel great location . 	 sofitel beautiful hotel . room comfortable roomy nice flat - screen tv amble lighting . bathroom particularly nice , separate tub shower ( however , handmitt instead washcloth little annoying ( although nice little touch exoticness ) ) . service outstanding welcome champagne ( nice touch ) ( well , actually bon jour champagne , occasion french greeting also nice little exotic touch ) helpful concierge efficient doorman ( effective get cab ) . free internet connection three computer lobby available use guest ( attach printer ) helpful quick research place eat printing direction . speak , room service food delicious ( although expensive ) . hotel restaurant 's breakfast -- good costly . hand , cost room surprisingly reasonable good hotel great location . location ideal -- near action middle Times Square relatively quiet ; lot within walking distance -- particularly convenient Theater district . hotel earn high rating . 
 Jun 25 2009 	 wonderful respite two manic traveler 	 husband & quot ; go go go ! & quot ; whenever travel , NYC definitely different we . wonderful place like Sofitel stay much see NYC . love bathroom shower bathtub . give tired foot end day , soak hot bath need . and bed ! oh heavenly ! far comfortable bed ' ve ever sleep - include . could ' ve sneak linen bag without notice would ! 
 Jun 25 2009 	 fragrant quiet sanctuary centrally locate New York 	 moment step fragrantly scented candle light lobby lovely hotel . staff professional , efficient helpful . room reasonable size NY great view Chrysler Building . location block bit Times Square one way , block Grand central station block 5th Ave . excellent location . good thing L'Occitane product bathroom , wonderful . really enjoy stay . 
 Jun 24 2009 	 Excellent 	 room small , quiet , clean , comfortable , stylish . staff professional - problem encounter . free wi - fi really bug price , guess 's unusual . great location . would recommend / stay . 
 Jun 23 2009 	 Comfort City 	 Note self , call ahead arrive hour ahead schedule early check - in , fault . room ready till 3pm note website . finally reach room , notice roomy compare NYC hotel . thing like room , High Def 32 & quot ; flat screen tv , bose radio system , bathroom separate shower tub . water pressure really nice location . wife really enjoy bath soap , gel , shampoo , candle , robe , etc . pile comfort amenity . would never image comfortable night sleep City never rest . room quiet . room locate near elevator . disagree noise generate previous post , ; hear problem . 's much view 10th floor unless enjoy look mechanical equipment roof top . would stay hotel , would never pay premium price . 's worth advance payment discount , long trip insurance . find staff friendly , ever disappointed concierge . ask direction , be wise say , be map , go figure . job help . needless say , 1 event prevent rate Hotel 5 star . enjoy stay hotel feel rip . 
 Jun 22 2009 	 quiet elegant retreat step away energy excitement times square . 	 not Midtown Manhatten ten year hesitant book room well - travel daughter suggest Tripadvisor . I zero Sofitel quickly 's : proximity theater district yet directly Broadway number room hotel . hotel large wait 10 minute crowded elevator ride conventioneer . small like bed breakfast staff almost become member family . give room next elevator almost always disaster . time . this quiet room wife ever stay . could tell everywhere hotel premium cleanliness . the staff extremely well - school helpful every turn include complimentary umbrella shop tip wife . aware yet , Times Square pedestrian friendly . we enjoy theater , restaurant shop 1:00am night walk less ten minute back cozy room Sofitel . one last thing , French Toast coat cornflake drizze caramel maple syrup world ! Dr. M. Naples , FL 
 Jun 22 2009 	 Location - Location - Location ! 	 first trip city could pick hotel well location . walk rockefeller plaza,5th ave shopping , grand central , time square , central park , empire state building . the hotel nice gym ( pool ) staff friendly helpful . we eat hotel .. nice delis area great soup sandwich . the room clean spacious new york room . the bathroom nice stand shower kick butt . the tv large flat screen .. issue coffee maker room . free coffee bar area know last day . bed kinda old big feather pillow top . provide zero support back . the bed also top sheet heavy feathery type thing make we sweat tushy .. need put blanket bed .. bet do not wash big heavy blanket often .. really like place would return unless afford Trump Plaza .. 
 Jun 18 2009 	 ' Luxury ' hotel corrrect ! 	 property continue Sofitel tradition style . lobby really knockout . friendly , efficient staff pleasure . room & amp ; bathroom one expectsof chain . Broadway block away location can not beat stroll overto Madison Avenue take bus ' Musuem Mile ' area . think floor level isfine , since premium high floor . enjoy ! 
 Jun 16 2009 	 Fantastic Sofitel experience 	 Sofitel always treat well good part advance rate relatively affordable level luxury service receive . 
 Jun 16 2009 	 great location great people great room 	 caveat front hotel upgrade suite honeymoon ... important factor evaluate hotel , rate 5 b / c wer accomodate we . a proper reflectin hotel woudl : Positives = best location , big , clean room amenity ( iPod , multile tv suite , etc ) , excellent service ( hassle , ever ... even miss late checkout 3hrs ) force Negative , woudl lack view ... be not expect . really exceptional hotel price quite reasonble . 
 Jun 15 2009 	 smoking non - smoking room 	 not go review hotel even though spouse encounter disappointment , enjoy stay overall . read review want chime experience . make sure request non - smoking room ( since allergic smoke ) . room give smell strongly smoke . complain , tell non - smoking room . um , yeah . although call non - smoking room non - smoking floor , find smell obvious unpleasant . not room available category offer send we air freshener ( Febreeze ) . not help . room smell cigarette smoke Febreeze . move we another room next day complain , obviously happy make feel silly unreasonable request . although love decor room location , ' m sure will stay 's much gamble get room smell smoke . 
 Jun 14 2009 	 hotel smoker ? 	 stay Sofitel summer ' 07 impressed spacious , quiet room elegant bathroom . late stay June ' 09 bit disappointing , however . room still spacious exceptionally quiet , bed comfortable ( nice sheet duvet cover -- not hotel replace awful bedspread ? ) , staff friendly efficient . unfortunately , room feel bit tired reeked cigarette smoke , though assure smoker allow one high floor ( allow ? ) addition permeating smell , wake early one morning strong smell cigarette drift one non - smoking room next door . maybe lot Europeans stay , not yet realize smoking cause lung cancer . every time walk room , turn air conditioning open window try air smell old cigarette . ask another room , doubt would much improvement . carpet stain makeup one spot need complete replacement , drape need thorough cleaning , chip finish bathroom door simply embarrassing & quot ; luxury & quot ; hotel . ' ve wash dry clean clothing since arrive home everything smell like NYC bar smoking law pass . disgusting . strong enforcement no - smoking rule freshen room require return Sofitel . 
 Jun 13 2009 	 great hotel convenient location 	 stay 8 night May 09 . research large number hotel decide Sofitel . overall experience superb . lovely quiet room 29th floor . midtown location great , nice street , minute walk Times Square many attraction . hotel staff good . 
 Jun 13 2009 	 great hotel good location ! 	 3 night love every minute stay . staff extremely helpful could ask well , reception staff great conciege helpful wealth knowledge tip . use room - service every morning prompt reasonable price . drink bar one evening really pleasant experience . close sight .. would struggle find well location -Times Square 5 minute stroll diner next door perfect full load breakfast hard day 's sightseeing . room comfortable clean , good space quiet . mark hotel value purely think £ 200 night much pay anywhere ... good one cost ! 
 Jun 12 2009 	 great location - great hotel 	 hotel fantastic location - centrally locate & quot ; club row & quot ; . room comfortable & amp ; quiet - cramp one sometimes find NYC . staff also helpful . would recommend restaurant hotel - try breakfast dinner find food mediocre expensive . next time try diner recommend reviewer . receive decent rate online ( quikbook ) would definitely stay rate . 
 Jun 11 2009 	 wonderful hotel superb staff 	 spend three night Sofitel Hotel New York . time enter hotel leave treat well everyone - management staff friendly could not enough we . breakfast Gaby restaurant excellent . room comfortable.and overlook Empire State Chrysler building . management staff hotel certainly thing right - good get ! 
 Jun 8 2009 	 always Fantastic 	 stay Sofitel numerous occasion recently find place incredible quality comfort . bed well ever encounter bed expert spend 100 night year stay Hotels . 
 Jun 7 2009 	 Loved ... 	 truly enjoy 5 day NYC . room great , bed comfortable , room quiet , service extraordinary . 10 minute walk Times Square one way , 5 minute walk subway . would like suggest Red Flame cafe next breakfast meal . 
 Jun 6 2009 	 first - Rate Hotel 	 NYC 3 time & amp ; use TA pick hotel . dissapointe . Stayed Queen room clean , comfortable & amp ; spacious . bathroom large seperate shower bath + marble sink plenty space . compare 2 hotel stay comparison . would definately stay would happy recommend anyone . the staff helpful walk lobby lovely fragrance float around place . location good - within easy reach Times Square 5th Avenue shopping . hotel cheap around , worth every penny . say ....... get pay ! 
 Jun 4 2009 	 Fantastic 	 stay Sofitel NY 19/5 25/5 read review post online tripadvisor . good value money location great , close hustle bustle Times Sq neither far walk action . room clean meticulous staff helpful esp door man full info . side fact self make tea coffee facility room quick cup head morning . the exception fantastic diner 4 door call Red Flame offer huge yummy breakfast tide dinner time ! sofitel surpass expectation . definitely recommend return visit NY future . 
 Jun 4 2009 	 fantastic break - Fab hotel Fab location . 	 first trip New York , stay 5 night Sofitel nothing bad say . room comfortable huge flatscreen tv 's large soft bed - much needed day foot ! location excellent hotel good value money . would recommend hotel . 
 Jun 3 2009 	 Hidden Gem chaos Times Square 	 stay Sofitel 29th April 3rd May year first visit nyc.trip Advisor main tool choose hotel , # 5 rank Sofitel choice . the hotel fabulous location midtown Manhattan , two block Times Square , one block 5th Ave . despite ' central location , west 44th street noisy street . your experience start soon arrive cab meet doorman take luggage . revolve door large marble floor lobby lounge area reception greet friendly Bonjour . check straight away room ready we , go room bag follow almost immediately . reception staff call bellhop use bamboo xylophone . our room 19th floor ( 1910 ) look towards Rockefeller Centre . room across corridor lift area , ' hear . room lovely quiet , ' hear noise neighbouring room stay . the bedroom bathroom lovely roomy . bedroom seat area table , large desk area HDTV , lovely comfortable bed large wardrobe area housing in - room safe . the granite bathroom lovely large sink area enough space toiletry . shower cubicle roomy , shower powerful . use bath soak poor toe ny walk ! hotel staff need , friendly overpowering . concierge seem surly , Bluetooth ear constantly . another reviewer say ' know talk phone ! ' eat hotel , noticed room service price vary . breakfast daily Red Flame Diner corner 6th Ave , really recommend Red Flame special Omelette . we eat couple time connolly ' irish bar West 45th 6th Broadway . Bubba Gump ' Hard Rock Café good lunch Times Square . we buy 72 hour sightseeing bus ticket City Sights , buy ticket booth inside Madame Tussauds instead one guy street . sale guy everywhere Times Square , along Gray Line guy hassle buy ticket opportunity . all , nice hotel , great location . would return hotel , would happy stay another Sofitel . 
 Jun 3 2009 	 well get cheap deal 	 good thing hotel 's location Times Square proximity everything foot . midtown great . the bed heavenly bathroom modern separate shower , like . the lobby area small , not feel like luxurious hotel , room nice enough get good deal expedia , ok quality . while nice , thought not pay rack rate . would not pay full price hotel . would not worth . 
 May 27 2009 	 amazing hotel 	 25 friend aswel . want hotel central everything . hotel amazing . far subway station . hotel staff friendly . opt high floor view would good . room great . 32 inch LG tv , bose stereo system , walk shower bath , marble bathroom good part bed .. do not think I ve ever bed that s comfy one . location great . take we 10 min get empire state building . 15 min central park fifth avanue street away ! ! fault location . drink bar , expensive classy . oh sure check diner road hotel . breaakfast every day .. waffle icecream cream .. yum yum ! ! would deffo stay hotel ! 
 may 23 2009 	 lovely hotel Mid - town location beat 	 second stay Sofitel NYC past 6 month would happily stay . mid - town location stellar , easy walk 5th Ave shopping , Times Square , Rockefeller Plaza , Grand Central Station , NY Public Library , Moma ... get idea . suite large , comfortable well appoint . bathroom NY standard roomy separate soaker tub good sized shower ( review refer suite ) , also good counter space vanity , something find lack NY hotel . separate dressing room area plenty room clothe , bag etc . room quiet , service staff attentive obtrusive . likely will not spend much time room , ( NY ) , quite content .. view suite 21st Floor amazing , especially Chrysler Bldg light night . , fresh flower bathroom , nightly turndown service water , sweet classical music leave playing would recommend Sofitel friend , would hesitate stay . 
 May 21 2009 	 Fabulous hotel 	 stay Sofitel four year ago like - four year anything like even . superb location , noisy street , room superbly appoint , lovely bathroom , widescreen hd television ( though lot picture break - up time . ) room service incredibly quick , even morning , staff universally friendly . sofitel pretty safe bet big city one particularly good - small mega - hotel around Times Square ; get crowd wait lift get elsewhere . definitely stay next time New York . 
 May 18 2009 	 Outstanding 	 ever spend hotel room , worth . outstanding service staff , beautiful large room bathroom , amenity , everything . great soundproofing . new favorite hotel ! 
 may 16 2009 	 Superb location 	 rely TA come good planning trip Big Apple - ! use pick service Newark $ 10 head great value . arrival swiftly check take room floor 16 . room excellent . comfy bed , large flat screen bathroom die ! hotel perfectly locate 5th Ave & amp ; Times Square less 5 min walk ! go Grease Broadway , Gordon Ramsay 's restaurant - much recommend ! bar hotel relax great way start / end evening . one night mini burger fantastic ! ! ! ! ! ! ! breakfast go diner - turn leave front door , right end block within 100 yard ( can not remember name ! ) - breakfast exceptional less $ 5 head include coffee ! would totally recommend Sofitel excellent base explore New York City ! 
