Perfect 	 beat hotel price location . Strip , corner across Caesar Bally 's caddie corner fountians Bellagio . watch fountian room $ 60 night . hotel use Barbary Coast . 4 story tall one old strip . room update since Harrah 's take 2007 , still antique feel . casino small , three table locate front door & quot ; poker room & quot ; . Waitresses come constantly free drink casino , even cheap machine . prefer large casino luck casino , may great casino , great location great place stay . breakfast good . 
 brilliant location ... love place ! 	 plan Vegas trip year ago start sifting page page hotel review try find good place stay . look highly price option ( partner really want stay venetian , could not get good deal time visit ) . start look highly rate option , Bill 's come top , time time . check price could not believe low cost would hotel locate centre Vegas Strip , opposite Caesar 's , Bellagio , Bally 's Paris . seem good true , could not resist . Bill 's disappoint . obviously Bill 's grandeur Bellagio 's lobby , amazing show Caesar 's magnificence Paris ' ornate building , charming Parisien street half size replica Eiffel Tower . however , Bill 's step away - . room double queen sized upgrade check get Strip view - good $ 20 night could spend . overlook Bellagio 's fountain delight everytime dance variety different musical style . also great view Eiffel Tower room . room clean , regularly service . need , 40 & quot ; plus sized tv hung wall tv pay per view need ( not switch - Eiffel Tower fountain enough we ) . Bill 's famous Steakhouse restaurant ( even $ 5.99 Steak & amp ; egg deal midnight 8 am ... never get chance try , speak several people Steakhouse love ( people come big hotel Strip ) . eat Victorian Restaurant , popular - basic quick meal chinese menu top . enjoy food stroll Caesar 's see Cher concert . need taxi . coffee bar ( Seattle 's good ) open long hour - manage get much need java early start Grand Canyon - 5:30am ! Drai 's hour lounge highly recommend we Red Rock Canyon tour guide one good city ( not stamina try though ) . catch one Big Elvis show ( 300 pound Elvis impersonator ) - awesome ! later day hear guest belt Phantom Opera song Karaoke bar - amazing hard believe not professional - atmosphere electric good fun . summary - probably gather - big fan Bill 's Gamblin ' Hall & amp ; Saloon . need swimming pool and/or fitness centre walk neighbouring Flamingo hotel . stay fine hotel around world , yet fellow traveller agree would stay Bill 's next Vegas visit . way , write poor service Bill 's not know get - everyone welcome friendly . quite noisy night ( lot siren car horn night ) light sleeper need earplug . want great location great deal would definitely recommend Bill 's . 
 choose Bill 's be budget ! ! 	 stay 11/26 - 11/29 . 's deal : afford stay Bellagio Caesar 's ... . perfectly center strip absolutely beautiful inside ! however , like can not afford room $ 250 + night , definitely choose Bill 's . be beautiful , be really chill old Vegas kind charm . course , be amazing / excellent location . room partial strip view top Eiffel tower , fountain strip- cool ! not street noise ( room 138 ) not charge we extra room . big king bed , roomy , nice little vanity claim huge flat screen tv . would MUCH rather choose stay Bill 's Flamingo , Harrah 's Imperial ... price / location equivalent SOOO tacky ! mean , basically ugly lame . 's much go inside seem old weird . similar Excalibur , Circus Circus , etc . tacky cheap . 's difference & quot ; inexpensive & quot ; & quot ; cheap & quot ; . Bill 's inexpensive . plus , least Bill 's be get nifty charm , get room snap , location brilliant Big Elvis headline week . con : 1 . could not get temperature warm , keep fiddle thermostat . 2 . real quilt bed ... bring will fine . ( although , probably ask thick blanket ) 3 . water shower tend go drain well water pressure cool window shower totally make ! victorian restaurant GREAT breakfast cheap . yum . not eat dinner highly recommend breakfast . really , people , choose Bill 's can not afford pricy hotel . will not disappoint . 
 Location Location Location ! 	 4 we stay Bill 's 21 - 27 November 2009.we arrive mid afternoon , cab drop Flamingo , 5 second walk check - in . check - in - line , wait & amp ; receptionist even know name ! get room 222 & amp ; 216 . 216 . partial strip view , free , strip view extra $ 20 night . see photo 's brilliant view , eiffel tower & amp ; bellagio fountain , sure ' proper ' strip view need ! room large , comfy bed , clean , iron & amp ; iron board - everything need . downside roadwork right outside room noisy . however , earplug sort ! exhaustion sort rest trip ! not much gambling Bills 's worth join player club still get free t - shirt & amp ; $ 16 hotel bill . casino bit smokey bad other . think come England smoke indoor ban 's noticiable be long use ! coffee every morning Seattles Best Coffee hotel - good stuff . also breakfast victorian Room one morning - really , really good egg benedict . loved location - price ( pay $ 280 + tax 6 night ) beat hotel . 
 Perfect location great time . 	 1st visit Vegas stay along other week + October look several Hotels . make fantastic choice location service even well expect . book room 420 great view Eiffel Tower good view Bellagio fountain . size room enough we ( 2 adult 1 child ) bathroom layout work perfectly we separate dressing room sink . also up - grade last couple night 1 bedroom suite , highly recommend . stay Penthouse lake view suite Bellagio ( book UK prior departure celebration ) still say intimate feel Bills would would return . ' award win ' victorian restaurant exactly other describe ( constant reference ! ) fair quality food overprice . the casino staff , whole , extremely pleasant ( , make loss ! ) reception / concierge service first class . as noise , room overlook strip expect ... not much problem long expect certainly not warrant anybody complain . like major city , stay room overlook tourist site will not perfectly quiet . for price location alone would recommend Bills , throw rest would say real bargain . 
 Jul 3 2009 	 excellent hotel 	 husband & amp ; visit Las Vegas many time stay & quot ; big & quot ; hotel . find Bills excellent , location superb , room big & amp ; clean opening window quite novel warm , fresh air come . staff helpful & amp ; suppie fridge medication free charge . room 3rd floor quite often one lift major bonus stay Flamingo lift always break . we go pool Flamingo & amp ; take tip another review & amp ; walk staff car park much quick go Flamingo itself . bill old / quaint stay Caesars couple year ago would put room pretty similar par standard room Caesars , much quick actually get strip . I really fault Hotel definately stay next year . 
 Jun 30 2009 	 well expect ! 	 stay w/ family expensive hotel , decide stay Bill 's last night save money . much well expect ! ! Nice LCD tv - well small thing & quot ; nicer & quot ; hotel . great drink special casino also ! 
 Jun 29 2009 	 Good Value 	 stay niece nephew . victorian decor rather gloomy taste , two ( early 20 ) like . large room , comfortable bed , good restaurant ( try breakfast ) , reasonable price . plenty parking space . clean well - maintain . staff pleasant helpful . room back hotel subject constant whir kitchen flue , not keep awake ( ' m light sleeper ) . otherwise , sound - proof room excellent . one great advantage small hotel speed one leave one 's room centre Strip 5 minute . 
 Jun 28 2009 	 excellent location 	 stay one nigth hotel quick break holiday la . hotel easy find parking simple . take we minute walk around find check desk find staff nice happy check we even thou 10.30am . room good , nice big tv time watch . unfortunatelty not get view fountain view side flamingo fine . location perfect especially 24 hour ... could not really get centraland price fab . not really get chance use facility can not comment . planning use flamingo pool next door was40 degree , however arrive rain give pool idea ... also open 10 - 5 . would recommend hotel . 
 Jun 27 2009 	 excellent location good value 	 like everything , especially central location . quick check - in / outSmall casino ( easy find way around ) large , clean room comfortable bedNo coffee maker room Seattle ' Best Coffee downstairs . 
 Jun 27 2009 	 great location great value great hotel 	 booking flight Las Vegas turn attention stay . originally plan stay one big well know hotel . check review hotel find big always mean well . come accross review Bill 's . sure first location review appear good decide give go . glad . location would difficult beat , accross road Bellagio Caersar , Place , next door Bally 's Paris , word right heart strip . Step Bill 's immediatly Vegas . reception staff friendly helpful , also check room within 15 minute arrive hotel understand always case many large hotel . room good size clean . e mail hotel advance request room view Bellagio fountain able provide . casino small compare modern casino gaming table matter table front size building . $ 4.99 steak egg serve midnight 6am help keep energy level gamble small hour . downside lack pool however guest able use pool Flamingo next door . plan another trip Las Vegas near future definitly look stay Bill 's . 
 Jun 21 2009 	 great location brilliant value money 	 reading review Bills think would give try . ' ve stay Vegas several time large hotel think place terrific . 's central location strip spot . room spacious view Bellagio fountain . unfortunate roadwork go night tired notice ! would definitely go back price reasonable also park excellent . Straight Flamingo Road , park near lift , straight lobby , perfect . hike bag like hotel . 
 Jun 21 2009 	 great hotel ! 	 not hesitate stay ... room much nice casino area , big queue lift . easy find . location - perfect - slap bang middle strip . could see Bellagio fountain room . room - large , clean - everything needcheck - effortless - queue ( believe , big hotel enormous queue ) Casino - like ! small not get lose easily . price - far cheap hotel nearby - great budget hotel perfect locationpool - use Flamingo pool next door , actually mean probably less walk pool big hotel . 
 Jun 20 2009 	 Bill 's vs Bellagio ..... tip 	 come Vegas 30th anniversary December read review Bellagio Venetian . , earth compare Bill 's . honest , get tired & quot ; business & quot ; call luxury hotel . general vary standard take 15 min get room anywhere . read lot review - UK travellodge comparable . stay two period day go back last week . Tips * * * * park : third floor round spiral save scrabbling space 2 everyone else go . valet parking , distance self park Bellagio 's valet parking front desk - long park close lift . * * * * * short distance : bring case lobby take another elevator room perhaps 2 min walk . compare walk casino almost every hotel - yes still casino - pass perhaps 4 slot machine way . * * * * * bring slipper : bed reasonably comfortable , fussy , issue cleanliness room except carpet . yes furniture old , bring pair £ 1 slipper look 5 min glad wear . honestly though , ever walk without slipper - not regardless quality hotel . clean several room Flamingo next door - never stay ! * * * * * wallmark coffee machine ( $ 9 ) . booze cheap coffee strip expensive . machine pay 3 4 cup . although Bill 's right middle strip lot booze around , coffee hard find ( except buffet ) though get cafe downstairs . say , also buy one stay Bellagio due distance involve . thing not keen * * * * * Noise - Flamingo 's Friday Saturday ( week much ) . side hotel fairly annoying , get pay . would imagine strip room also fairly noisy road work moment , would true hotel strip room . * * * * * overbook , take Flamingo 's . would never stay - see review . thing like * * * * * helpful friendly staff . never issue , even leave phone charger . I read derogatory comment review honestly say staff encounter excellent pleasant . think may reserved nature , nice , certainly nice back . * * * * * * short checkin line -- - precisely we . look Bellagio 's see new garden display , honest , every checkin open get plane , sure would like join queue 15 people . shocked , someone meeting book another large hotel wait 30 min . * * * * * * & quot ; reasonable cost - read cheap . always book site particular medical need easy annotate . * * * * * * * short queue : except main bar cafe peak times * * * * * * * cafe : special steak egg ok - also come hash brown , coffee toast . miracle mile close also breakfast . good range menu , top price buffet . good bad , always find honest sometimes tad blunt . write see . wife happy Bills go back another week fly . think try TI buffet also cheap- Bellagio 5 min across road good buffet strip ( TI buffet also good , Luxor go quality go couple week ago ) . book Bills final week might go Bellagio 's .... one two night go . course 1 might Bellagio cost week Bills . 
 Jun 18 2009 	 's bill ? 	 bill 's ai not glitzy vegas hotel , get pay , read many review decide give try , find great value money ( read cheap ) , right middle strip , find staff generally accomodate friendly , yes room decor abit dark retro victorian furniture abit put first room clean tidy , great big flat screen tv although american tv obsession advert weather every 3mins head ! good powerful shower need ? , get strip noise expect ! yes air con noisy always ? , gripe find loo paper rough stuff school ! ! take ? , small 70 's era vegas hotel pretension maybe well , checkout sin city brew co planet hollywood miracle mile mall , great bar great beer ! . 
 Jun 17 2009 	 Location Location Location 	 Bill 's great location . may lose facility small hotel , make spade queue check ( Friday afternoon ) , check . queue see venue 20 + people wait . but back location . right cross road Bally / Bellagio Caesars , win minute room strip . hotel like Bellagio lobby way back strip , room even away . from Bill 's walk half strip easily , real bonus . steak Eggs Breakfast , serve Midnight , bargain $ 7 , although always 10 + minute wait get table , seem like time . put name grab beer ..... announce table casino wide PA . view car park behind Bill 's not go Vegas stay room . otherwise good value hotel stay 10 day break West Coast usa.only regret never make free Craps lesson 10.00 morning ! 
 Jun 17 2009 	 Bill 's Gambling Hall -- Decent Place Price 	 recently spend 1 night strip Bills . good experience Valet check . room large , clean . furniture vintage style . many say & quot ; date & quot ; modern furniture . wc room tub , sink clothe rack seperate door bathroom . also pocket door separate entire bathroom bedroom . the room consist large comfortable bed , two night table space foot away bed side , 3 drawer dresser flat screen tv - possibly 36 . desk straight back chair , dining talbe 2 straight back chair , wi - fi available . also one chair corner . one think feel lack room stuff comfortable chair . enjoy sit relax room bed straightback chair . I partial view strip opposite Ballys next morning go Victorian Room early morning & quot ; breakfast special & quot ; . food good , feel $ 16.00 high egg , bacon , toast , coffee juice . casino lay nice , Big Elvis show entertain . would consider another stay Bills future , recommend someone want stay center strip clean , small hotel . 
 Jun 15 2009 	 Pretty Much Perfect 	 get back Bill 's admit bit fearful get . price opinion people forum - think place dump - worry hotel might negative impact holiday ... well , must ridiculously high standard . besides clean , big cleanliness issue . room huge . shower amazingly hot powerful . bed probably comfiest ' ve ever sleep . get partial view Bellagio fountain without even ask . staff nice friendly . fair channel 42 & quot ; tv not watch much , nice there . check fast , one front desk check almost fast 3 people behind desk 7 customer include check . although room pristine check , maid must room minute every day ... 5 second time spend pick tip . end stay layer dust bedside table thick could ' ve write short story . location good strip . take 15 - 20 second walk get room . not play casino eat far room go 's great , especially price . 
 Jun 15 2009 	 great location awful service 	 husband book non - smoking room king bed online good price online . arrive hotel front desk tell we non - smoking room king bed one side hotel , happen strip view , cost $ 10 per night . say booked room online pay already , say website not take strip view account . charge extra $ 50 stay 5 night . thought could get room another hotel reasonable price pay cancellation fee Bill 's , would left right . felt completely take advantage . also , housekeeping leave door open one day ! come back room early evening door open ! fortunately nothing steal , go go complain front desk , one staff . room okay , comforter / bedspread bed , get cold easily , bring blanket . also , one lightbulb entire 5 day , internet cost $ 12 per day , 5 channel choose tv . hotel great location dead center strip , across Caesar 's Palace , next Monorail stop . opinion , location enough save hotel . favor stay somewhere else . 
 Jun 13 2009 	 Nice Location Room Needed Work 	 check - in ( 5 star ) Room ( 2.5 star ) - room dirty check - in wait maid come clean room_toilet clog call maintenance leave bathroom floor dirty_sink crack ( age ) _ nice tvelevator ( 5 star ) - two usually quick make quick access roomlocation ( 4 star ) - location right middle strip traffic noisy_people hand stripper cardsBeach / pool - use access Flamingo poolentertainment - go Big Elvis show . casino ( 4 star ) - play equipment Bills / Lobby ( 3 star ) - ok _ nothing spectacularthis first stay Las Vegas . overall pleased Bills , convientant desire high comfort / amenity might place . 
 Jun 8 2009 	 nice ( relatively ) small Hotel middle strip 	 two night en route Grand Canyon San Francisco . good hotel bargain price middle strip well place wander . 
 Jun 6 2009 	 double surprise ! ! 	 First Vegas - first time wird one kind city . love ! Sencond Bill 's Hotel . people know ever LV never hear hotel know everything Flamingo / Bellagio / Caesar / Ballys , etc . Bill & quot ; location could not well : center Strip sorrounde Bellagio , Caesar Ballys . Cozy , clean , big double bed roon decoret Britain style . 42 & quot ; flat tv give touch modernity roon . easy check . good price book advance . Bill & quot ; hotel traveler priorize confort , cleaness , location cost rather fancy well know hotel Vegas offer . good indeed . 
 Jun 5 2009 	 location ` ` four Corners '' good ! 	 stay times 4 - 5 year ago Barbary Coast clean staff friendly walk mile room . girlfriend need luxury place crash safe clean . location & quot ; four Corners & quot ; good ! decide take chance book trip May . arrive 2 night ask view Paris Bellagio fountain get . room identical old Barbary Coast quite large CLEAN . 42 & quot ; hd tv 's wall . victorian Restaurant open 24/7 . eat times convenient , food excellent price great . try $ 14.99 special Prime Rib . good location Vegas reasonable rate old clean hotel wonderful staff . 
 Jun 3 2009 	 love 	 go Vegas 1 2 time year . like stay middle section strip . read review Bill 's impressed thought would try . book hotel discount player card get great deal . get , small easy check lady front desk nice . go room impressed . not spend much time room , not ever even turn fancy tv bed comfortable room CLEAN . want good bed clean room Bills wonderful . eat Victorian enjoy . meet friend later week move Flamingo , unimpressed Flamingo try go back rate extremely high time . next time would definitely stay bill . 
 Jun 1 2009 	 one sure bet 	 fantastic experience - first time visitor Las Vegas spend 10 day Bill 's . really pleased location small hotel - right nextdoor big brother Flamingo 200 room offer benefit big outfit half price . if want right action - Bill 's share intersection Bellagio , Bally 's Caesars - can not get central that . Checkin checkout breeze Bill 's - always 2 people desk - not ever notice queue ( large casino 2000 room witness incredible queue registration- maybe give something away ? ) question field promptly - help advice give - request fill - smile . our room include oversized king bed , desk chair , table chair , dress room walkin robe separate bathroom . window room overlook fountain Bellagio . we top floor - although traffic noise audible - suprise little actually hear ! sleep easily 10 11 day without external noise disturbance . Bill 's great restaurant - chinese food menu excellent enjoy perignon fillet mignon special steakhouse mother 's day - silver service scrumptious ! downside - minor - bath / shower not drain quickly stand ankle deep water ( picky know ) , could use fridge room lenght stay , internet available add charge & quot ; register & quot ; 24 hour , avoid dry cleaning service - sooo expensive . but would certainly stay . good memory Vegas - thanks part Bill . 
 May 28 2009 	 great location right price . 	 stay 5 night bill 's right Memorial Day Holiday . place not change much since Barbary coast 7 's good & amp ; bad . good great location , friendly & amp ; efficient staff , decent room good price . bad hotel need update wall fairly thin ( hear hallway noise ) . not go pizza advertise room 's good . it lack lot special amenity hotel surround look convenient hotel middle strip good price 's tough beat . 
 May 27 2009 	 great location good price nice place Vegas 	 want cheap place store stuff Vegas , Bill 's place . not spend much time room , be whole point Vegas , right ? could not beat price location ! room overlook Bellagio Fountains $ 50 night ( sure special run year ) . Got use Flamingo Pools nice . suggest walk parking lot instead hotel . 
 may 26 2009 	 one word describe Bill's- AWSOME ! 	 Bill 's truly good bang buck vegas ! check - in quick easy , upgrade room $ 20 night . room first floor veiw bellagio fountian effiel tower . even first floor problem noise ! room spacious clean . stay Luxor last trip not even compare bill ! bill not bell whistle big guy , flamingo next door give access amenity ( pool , spa ) . loved hotel would definatly recommend ! 
 May 26 2009 	 well little secret Las Vegas ! 	 unexpected pleasant surprise ! little gem place right middle strip . got great deal priceline.com bit skeptical first low price . normally stay Bellagio , North Strip Hilton Las Vegas , South Strip Grand Resorts . want mix spend show stuff , figure spend little time room . pro : center strip ! right next Flamingo corner Flamingo Las Vegas Strip . connect via walkway Bally 's across street Bellagio Caesar 's . view Bellagio fountain corner actually much well view previously Bellagio ( back hotel ) face Palms Playboy Hotels . small boutique hotel use Barbary Coast , be four story great not walk mile casino get elevator . fact , check quickly , elevator right next exit door , cab pickup area , reception desk . easy access everything ! nice shampoo soap London . ironing board / iron hair dryer room . large plasma tv . room service fast fairly reasonable , get late hungry . steakhouse downstairs $ 50 filet , salad , fresh strawberry dessert , glass dom perignon . not forget coupon front desk 25 % bill . con : well , real big one . queen size bed need replace , half decent half squishy use . be light sleeper bother Vegas noise , bring ear plug . well yet , not stay strip ! one morning 5:00 6:00 club closing & quot ; beautiful people & quot ; ( LOL ! ) drunken stupor try hail cab , run street block traffic , overall pain butt . really not spend much time room except sleep shower . shower nice stain glass window shower open outside ( good touch , let steam ) . room way big expect . do great shopping ( strip ) . sign reward club get real bargain price food show . whenever get thirsty , would slowly stick quarter slot , get free bottle water runner , move . tip : go Fremont Street , Golden Gate . hit $ 1.99 shrimp cocktail deli counter , will get big shrimp cocktail good price . not miss free stuff like Bellagio dancing fountain , Mirage volcano , Treasure Island pirate fight ( yes , be sexist ... instead pirate beat Brits , 's woman beat man ... plenty comment fellow tourist want see woman lose wet t - shirt ! ) . go free concert park , nice evening picnic way relax . another hint : get $ 20/20 - minute reflexology foot massage Hawaiian Village . will dog good , especially walk strip . 
 May 23 2009 	 Sweet Suite 4th Floor 	 second time Bill ' wow . Suite 4th floor overlook Bally ' Bellagio fountain , roomy , clean , spacious . easy park , check , get room . aracely pleasant helpful front desk arrive early . call housekeeping room ready hour . much appreciated . staff deal exceedingly polite friendly . enter double door , suite l - shape sofa flat screen tv , bar area sink , refrigerator chair , full dining room table chair , nice view window . half bath side . bedroom area , king bed armoire tv , wing chair , night stand lamp , glass block wall separate large jetted tub sink area , another window world . another door stall shower stain glass window open . since want quick lunch , pick pizza Flamingo bring back room . originally want go Battista ' Hole Wall dinner , could get reservation 9 pm figure ' try something different . take advice go Rio free shuttle outside Bill ' Gold Coast , walk next door . enjoy Rio World Buffet ' vast array appetizer , main dish wonderful dessert . fact , coupon give we check - in Bill ' plus . walk dinner back Flamingo Road ( instead shuttle ) Caesar ' Palace back Flamingo , Bill ' , Bally ' Paris . Bill 's Seattle 's Best Coffee stand casino . perfect location , right corner Flamingo Bally ' , across Caesar ' Bellagio . fountain beautiful , go Eiffel Tower day . see photo small Bill ' comparison giant , get great room great price , easy navigate friendly staff . hat , Bill ' , ! will back ! 
 May 21 2009 	 BEST VALUE STRIP 	 say enough good thing hotel , opposite Bellagio & amp ; next door Flamingos , literally smack bang middle strip . the room huge , clean massive plasma , decor old style vegas , red velvet everywhere , real saloon style ! victorian Room downstair fantastic food & amp ; get , 99c margarita 's day everyday ! bellagio water show view bathroom window lovely & amp ; hotel staff great . I 3 yr old & amp ; strict anywhere near gaming area fine . probably good hotel little kiddy , go Adventure Dome Circus Circus , think Vegas definetly adult , wherever would stayed would . 
 May 20 2009 	 little overrated service excellent . 	 ' ve stay 18 hotel Las Vegas , one nice , # 13 town ? seem high . the staff friendliest helpful town , however . management commend bring wonderful group together . what make place special 's location . 's right want , cheap compare 's neighbor , although like hotel heart strip , charge extra 2 people room , joke . you get free access fantastic pool next door Flamingo , although be convenient get there . very limited food option . one steakhouse , also $ 2 hot dog stand . hard find good deal like strip . family stay various place Vegas , kid not like , everywhere else town top . room nice , staff great , location can not beat . 
 May 20 2009 	 1st time visit las vegas 	 Selected Bills hotel read review trip advisor disappoint . use airport shuttle bus $ 6.50 leave shuttle enter room take 5 minute . receptionist helpful friendly . room huge view Bellagio fountain eiffle tower . Bills centrally place strip MGM 30 minute comfortable stroll leave Treasure Island right . the house casino large hotel standard easy wander , strip 2 minute hotel elevator - handy .no safe room safety deposit facility cashier 's cage casino .ALL staff helpful friendly throughout visit .during trip visit hotel modern , large comfort , take 10 min get reception strip . - give Bills day . Use Duece bus travel along strip Las vegas outlet , stratosphere downtown . $ 3 single trip $ 7 24 hour pass . over 55 's get discount entry ride Stratosphere $ 16.50 entry 1 ride . Most hotel buffet breakfast around $ 16 similar although hotel different theme - like Paris well , theme street cafe , atmospheric . if interested Gun store , buffet breakfast MGM , cross road Tropicana catch bus 102 drop ouside - $ 4 day pass , well $ 15 taxi way - package deal $ 99 pistol , 25 shot 2 sub machine gun , 3 magazine free shirt -- big boy toy well worth it . Ths shopping overwhelming different hotel .Within 20 min walk either way along strip Walgreens store , useful everday item , pop , chocolate etc . - also Buirger King denny 15 min towards Treasure Island . do not miss free slot machine , $ 1 beer marguarita Imperial Palace leave along strip . overall fabulous 1st time visit center Bills gambling Hall . definitely come back Las Vegas certainly stay bill . 
 May 18 2009 	 LOCATION ! LOCATION ! LOCATION ! 	 stay every summer several year would not stay anywhere else . view room 4th floor Eiffel Tower Bellegio Fountains strip . 3 minute room strip shuttle go place strip . staff great gambling even great . eat almost meal Victorian Room love . everything want plus reasonable price clean . also enjoe Big Elvis evening . 
 May 16 2009 	 Excellent Location - Excellent price - Need spend ! 	 hotel perfect budget traveller location pretty much unrivalled opposite Bellagio Caesars palace . sell point we free parking situate within hotel . car park free everyone hotel guest plenty space . Bill ' Gamblin Hall one less fancy casino still charm . room nice , view strip , 42 " LCD TV , breakfast include hotel two restaurant however food far whichever direction head strip . would stay every time . unless really want splash live stay spend money save enjoy ! 
 may 16 2009 	 worthwhile place stay 	 Bill 's great place stay want great value excellent location . pay $ 45.00 / night . easy get around & quot ; old Las Vegas charm & quot ; . beautiful wood stain glass evident throughout include room . wonderful get map figure get room . well , quick access strip 's central location bonus . not pool use Flamingo one ( hotel next door ) beautiful large . word advise : many nice spot take 8:30 a.m. pool 's important , go early . victorian room restaurant not big certainly busy . service usually fast except really busy . wait staff not overly friendly food quite good reasonable portion . not cheap reasonable compare place strip . breakfast special 6 a.m. & amp ; prime rib dinner $ 14.99 run 24 hour / day . room exactly see advertised picture . bathroom stain glass window open . window room like patio door open . air conditioning work great . bed pillow comfortable . complaint housekeeping poor job . call supervisor one morning complain slight improvement . ice bucket leave full water day new ice bag . soap leave well dirty cup replace . mirror bathroom well hairdryer need cleaning . one day , air conditioning turn heat turn ! temperature range high 90 's visit not appreciate much . request coffee maker get one would not bother . clean old coffee ground cake inside coffee give beyond disgusting . front desk staff helpful accommodate . mention noise service elevator next room move we view room ( usually $ 20.00 night extra ) without ask change . view far side window & amp ; look Paris tower Bellagio fountain . nice see would not pay extra money see thing unless something important . long would stand side window look warrant extra money night ? good amount slot machine & amp ; table gambling & amp ; also bar . Seattle 's coffee front casino . coffee taste well & amp ; reasonably price place strip . small assortment square / cookie . housekeeping well would give hotel 5 star . hopefully something improve upon future . 
 May 12 2009 	 good choice weekend getaway . excellent location . 	 book hotel telephone . direct line rate online rate . AAA discount anymore . offer , special , discount , even though Vegas supposedly hop . choose hotel base location see visit stay Flamingo ( Inext door ) 2008 . Bill 's pool , guest pool privleage next door Flamingo . great location center strip . arrive Las Vegas 8:30 a.m. walk around 11:00 a.m. make way MGM Bill 's ( backpack ) . room 11:00 a.m . tell try 2:00 2:30 p.m. one lady front desk nice , girl friendly . call back Margaritaville 2:00 room ready . registration desk small next line one restaurant inside . make Flamingo check - in desk look glamorous . Bill 's smoky casino , enter / exit , close registration desk / elevator nice . room overlook corner Flamingo / the strip . could watch fountain Bellagio . , couple floor noisy . especially Saturday Sunday evening . lot horn honking , construction sound , siren , people yell 4:30 a.m. Slept ear plug night . Monday night much quieter . standard room MUCH well standard room Flamingo 2008 : big , well style , new look . rate $ 97 average 3 night , hope pay give & quot ; hype & quot ; news & quot ; vegas deal & quot ; . even check try get AAA discount luck . work we Flamingo 2008 ( would not give AAA ph online front desk ) . Sign Bill 's Players Club get discount Margaritaville next door Flamingo . room service one night . pizza salad . so - so do not ' want go . window open shower . nice ! 
 may 12 2009 	 Perfect want full Vegas experience . . . 	 . . . include great location , big , comfortable room view Bellagio fountain sleep . book hotel great value ( $ 79 total / not priceline ) want experience Vegas . Vegas city not sleep neither . strip view room great view , remember construction strip go 24/7 even trust earplug could not block . stay long , would ask move different room . so , want party sleep last thing mind -- place perfect ! service hotel , like everywhere Vegas , tip . internet cost extra . 
 May 11 2009 	 rude staff room service wedding night ! 	 husband Vegas get marry . book 2 room Bill 's week , one us one 2 good friend . arrived check , one help we luggage even offer . get room , decent- nice flat screen t.v , get like 6 channel spanish news . 20 min . , go smoke cigerette notice ashtray . call front desk find non smoking room . would book non- smoking room ! definitley need move smoking room . move , front desk receptionist give we attitude tell we room long time housekeeper room . stupid cause not even use anything garbage even take move ! drag luggage back lobby back new room get settle . housekeep ok , make room whenever sign door handle . bring wedding night . new husband enjoy eachother company decide celebrate bottle Jack Daniel 's deliver room , list room service menu $ 45 ( + service charge ) . call room service get charge room . put hold second tell could charge room . ' m think be strange since room link credit card check . , husband go lobby get cash . get back call room service rang rang ... noone answer . try back 5 min . later take phone hook ! ! ! finally get tell huge attitude could get bottle Jack room & quot ; busy ! & quot ; ! ! , ask go bar , would price bottle say room service menu . like & quot ; honey , not know anything & quot ; ! ( b not seem know anything much ! ) husband get dress walk next door , way Flamingo find store . finally get back room , hop shower ask new hubby hand towel . none ... housekeeping take dirty one forget leave ! time housekeeping close open till morning not deal RUDE staff anymore night ! air dry . location Bill 's great , right middle everything . , service horrible staff rude . favor stay somewhere else ! 
 May 9 2009 	 Brilliant Location Strip 	 stay 10 day . fabulous location - opposite Caesar 's Palace , Bellagios & amp ; Ballys . room good size & amp ; clean . could see Strip even though side view . eat victorian Room breakfast morning & amp ; twice dinner . food lovely & amp ; good selection . breakfast staff restaurant friendly & amp ; good . due hotel small Strip , queue reception . swimming pool guest access pool Flamingo next door use lot . great value money . highly recommend . 
 May 7 2009 	 can not beat location price 	 great stay Bill 's right Strip within striking distance everything . another nice thing casino floor , get room right away oppose huge hotel 's 10 minute hike front desk room ( course room little fancy ) . room feel little old fashion , yet clean . fancy flat screen tv , yet not hd picture not make sense . one drawback shower little slow drain . not check room key , Flamingo pool wonderful . People everywhere ( good bad ) bad walk consider neighboring casino . gambling beginner , Bill 's even good place we gamble drink cheap . would definitely stay price high - price , Vegas pack , big - fight weekend . 
 May 5 2009 	 Beer ! 	 not actually stay hotel , find great place drink want hang gamble . could get pitcher beer $ 5- $ 6 . anywhere else strip $ 7 bottle domestic . 
 May 2 2009 	 great value great location 	 stay 3 night . ask strip room get great side strip view extra cost , high floor request ( visible - Eiffel Tower , Bellagio fountain ) . quiet enough . clean . v nice staff . agree positive comment guest . I would add : furniture , fitting much well quality expect price ( around $ 50 big double queen ) . nice big , solid look wood cabinet , chair , table etc , quality mattress , flatscreen tv etc . v pleasantly surprised . I think would motel - basic price room quite plush ! ' ve stay Bellagio honest , 's lot difference actual room ! ok , lack glitz glam , clean , decent , well run place , relaxed atmosphere . would stay . 
 May 1 2009 	 small friendly go way perfectly locate . . . 	 give try . not even hear see ad . call make reservation . let we check early . comp good food , souvenier , etc . ( not pay even one meal cash - use player club card . ) , small , really helpful friendly . locate across street Caesar 's concert ticket . will go back . 
