Best 	 else celebrate 21st b - day Las Vegas . try decide hotel hard many choose , glad one pick . lake view room beautiful watch fountain view strip mountain background . room fully equip everything could need want . hotel wonderful scenery lot detail . spa one good hotel offer many amentitie . tour hotel recommend hotel beautiful relaxing not feel like mall like hotel make feel . casino nice food little pricey never hungry complaint want place quick bite eat variety something choose , everything expensive strip . 
 romance retreat package Bellagio highly recommend ! 	 truly memorable package offer Bellagio . check Bellagio web - site info . 's splurge night , well worth . BF enjoy fantastic service , limo transport VIP check - in , couple massage ( Mike intuitively know exactly sore spot ! ) , magical dining experience Picasso ( BF stop rave fallow deer ) , stunning Cypress suite ( love & quot ; & quot ; & quot ; & quot ; ensuite incredible view fountain panoramic window ) , imagine well experience . order room service breakfast , deliver promptly , tasty . negative comment include call make housekeeping check suite . ensuite in - lay carpet center marble floor , carpet clearly vacuum , cover hair . quite noticeable disappointed obvious lack housekeeping . housekeeping send someone immediately vacuum , rest stay seamless pleasant . favour book package disappear . 
 amazing college graduation gift trip 	 husband deliver promise take 2 daughter trip Vegas . trip plan September take 3 day US Thanksgiving holiday . husband travel throughout much world stay many top rate hotel . Bellagio suite ( exact name ) far comfortable room ever stay travel . full sized living room dine table family . room include bath section plus powder bath . never see suite room like Europe ! book deluxe lakeview room daughter could happy . we eat Jasmine first night . music play Bellagio fountain amaze sensory experience . miss stay hotel . last night eat Olives restaurant ( spectaular ) forewarn pricy . want see Cirque Soleil & quot ; & quot ; theater wait arrive . Book least 2 week early want good seat . 
 can not wait go back ! 	 husband stay Bellagio one week November 2009 . first ultimate spot strip . good view ( get lakeview room highly recommend ) center & quot ; strip . & quot ; hotel spectacular . couple minor thing update room around hotel size hotel amount people pass day ( thousand - no kidding ) look amazing ! check - in take 15 minute move rather quickly many people line . huge resort people world travel see , , not expect one arrive . staff work hard accomodate hundred people time . anyway , room service great , twice day . 's wonderful come back brunch dinner bed make . take full advantage service hotel provide , barely lift finger . long week lot shopping bag hotel gladly bring box room pick wewere do ship Business Center . People complain smoke hotel , hello , Vegas 's Casino - what expect ! 's perfectly quite room never get disturb . in - room Dining fantastic reasonably price luxury hotel . one fear room double book b / c read problem Bellagio occasionally . assure upon arrival would never happen sure enough rest dinner 5th night someone use key get room . luckily lock door . speak manager , nice apologetic . not look comp anything b / c really want inform situation . give we new key make sure not duplicate . later night receive message front desk say remove charge room service order . make we feel little well b / c way handle situation speak we face face . , ridiculously large resort many people ( tourist local ) pass , can not expect 100 % perfection certainly everything accomodate make stay pleasent possible make fault . Buffet great breakfast dinner twice b / c food never really change . warning : buffet price double weekend . noodle great asian spot lunch Sensi fabulous dinner . recommend surf turf Sensi . flavor incredible . Fix restaraunt great atmosphere entree flavorless skimpy price . enjoy eat good food afraid spend good meal Fix favorite . almost every night enjoy Caramel Latte Gelati Gelato Cafe near pool - it happen foot past guest elevator . speak guest elevator , security standing make sure key access . make feel much safe big place . someone assist everything . need taxi line outside hotel time , well hotel . call concierge whenever need ticket show , reservation restaraunt easily take care thing we . saw & quot ; & quot ; Cirque De Soleil Bellagio make easy get seat right away . assign seat , , wait heavy line push . fantastic show color , music amazing talent . also see Zumanity Cirque De Soleil New York , New York b / c love & quot ; & quot ; much . zumanity adult show 18 + fantastic less acrobatic comedy . need open - minded shy one . also , get couple row back show might get WET & quot ; & quot ; pick participate Zumanity . also , call concierge front desk , answer phone name , save trouble give information . the Conservatory gorgeous themed season . great spot take picture since color jump . always someone clean around hotel tell well keep 5 star . visit hotel step back Bellagio , realize incredible atmosphere luxury hotel . fountain pride glory give amazing feeling . worth watch show outside terrace inside lakeview room . go top Eiffel Tower see fountain breathtaking . overall , ultimate place stay Vegas . People know Las Vegas , know Strip expensive place stay , eat , play shop . visit Las Vegas Strip finacially challenge . cost much planned . gorgeous modern hotel view location . can not wait visit Bellagio soon . 
 amazing ! ! ! ! ! 	 stay one night end 4 night stay Vegas friend . check quick easy , put floor friend . room amazing , clean , big bathroom great . room deluxe lakeview room massive window overlook fountain beautiful . six us room bottle champange watch fountain dark music t.v . say one good night ever ! ! ! ! ! sad one night end . would deffinately stay next time ! ! ! 
 High Expectations meet ! 	 perhaps unfair Bellagio expectation high arrive maybe fail appreciate quality hotel . expect , everything superb - bathroom view favourite feature . stay Spa Tower initially put - off constant drooning noise 26th floor . quickly relocate minimum fuss go great experience hotel . everything perfect extra thing hotel appreciate - indoor garden freshly make crepe highlight we . hotel much another casino room famous water fountain never fail take breath away . 
 ocean 11 	 Pool area fantastic , room fantastic , choice resteraunt good , fountain spectacular , location fantastic ( place walk distance ) 3 day enough vegas . 
 Beautiful Place Horrible Service 	 design decoration stunning , lack customer service stun five star hotel . every staff member come contact rude , curt plain unfriendly . work hr see type behavior , make think come top . 
 Bellagio - Las vegas 	 lovely hotel twice would go . 
 great poker room 	 go play poker vegas . great hotel reason . overprice . fountain amazing 
 easy like.look deal 	 able get good deal due time travel book way advance . even though check early front desk madhouse get room right away . dump bag take friend . easy catch cab hotel / casino not want walk . enjoy leisurely late lunch cafe , enough food need snack rest day . you place hang besides casino . Felt luxurious , overdone hotel see Strip 
 Beautiful expensive 	 Bellagio impressive entrance lobby lucky enough pay suite not spend much time jump massive check in / out queue . experience Bellagio great afford look bill . restaurant inflate price shop . service good though . 
 fabulous - cheer check staff though ! 	 negative check staff beyond miserable get give room spa tower likely able hear maintenance noise . complain though move main tower . view lake bellagio immense bed incredibly comfortable . great central strip location . housekeeping staff brilliant . 
 Loved ! 	 stay standard room fountain view . know not room long , ... view ! lovely , spacious room . big comfortable bed , big bathroom etc . awesome location middle strip . buffet breakfast bit much , dinner great . make sure try Noodles restaurant .... yum ! overall , great stay would certainly stay . 
 great ! ! ! 	 great shop love fountain show .. eoom service horrible overprice 
 View Fountains 	 hotel whole fantastic , classy ... room view fountain get old , bed small , could hear next door neighbour bathroom . view fountain room spectacular . stay previous year new wing , room heap well , new not hear neighbour . also great view strip fountain room . stay would recommend part hotel . 
 Perfect stay 	 stay Wynn Parlor Suite 4 month ago , bit worried try Bellagio , fear would disappoint . fortunately fantastic week - end ! request pick - up airport , standard Bellagio Limo , offer hotel . make reservation 1 - bedroom penthouse lucky enough upgrade huge executive suite ( 233sqm / 2515sqf - 9 phone - 5 flat - screen tv small one bathroom 60 & quot ; one dining room ) locate Spa Tower . view bedroom nice ( towards Paris & amp ; lake ) great living room ( back hotel train station / City Center ) .We access executive lounge ( long queue ) line pass . breakfast buffet fabulous , impressed décor . use minibar complimentary ( know favor thank Amex Centurion ) .Overall would say public part less impressive Wynn , walk lot . situation Strip unbeatable , value much high ( depend season guess ) .For wonder possible enjoy swimming pool late November , least 2009 yes ! several pool close still one , large enough , people sunbathe swim . 
 Oct 20 2009 	 fluff none good stuff ! 	 husband stay one night Bellagio Hotel last ! room small outdate , awaken 9:30 a.m. alarm sound hall announcement repeat . finally call front desk ask vacate foom tell , still investigate alarm would notify . 10 minute later , get another alarm repeat announcement could ignore first one ! personnel pleasant part , valet bit rude . enjoy Palazzo Wynn much . 
 Oct 20 2009 	 good experience ! 	 great hotel experience ! compare Venetian stay day , everything little upper class , room size , nice , standard sized . except tiny detail ( ' general room light switch ? ? – keycard work well ) , ' tough find something really negative . dinner Yellowtail ( japanese ) Fountain Show right outside great . go " " Cirque du Soleil show , really great entertainment ! also request help concierge desk ( already go LV ) service perfect . plenty great hotel Strip , would certainly return Bellagio go LV . 
 Oct 20 2009 	 Best Bet 	 stay three night upgrade suite , excellent room face strip . friend upgrade take fountain view room smaller much visually exciting . eat day buffet excellent eat olive disappoint expensive . visit hotel Bellagio good bet anyone visit day , staff helpful queue reception other face perhaps due recession ? 
 Oct 19 2009 	 good safe bet new type experience .... 	 first trip Las Vegas ( ' ve always pronounce & quot ; lass & quot ; locally hear & quot ; loss & quot ; Vegas .... wonder ? ) , prior travel , think ' once lifetime ' sort holiday . do Mediterranean / Canaries look something extra . travel direct UK Virgin not want 15 hour long trip via somewhere else . want location strip bright light look pick hotel middle , hear good thing Bellagio friend , book room lake view also mean look across ' Eiffel ' Tower . not think much weather October prove good choice ; 85 degree , clear blue sky good walk around town laze pool . spend lot time wonder around strip . lion MGM , volcano Mirage , ship battle TI ..... mind boggle . Glitter Gulch amazing like bright light street artist . could not see attraction slot machine not want formality / expense fine dining every day ; save money helicopter trip Grand Canyon ' ' performance Bellagio ( jaw - droppingly spectacular different way ) .Buffet breakfast Bellagio good way start day ; topped carbs calorie visit Panda Express Denny 's . People seem rave quality US buffet experience ; be good happen Europe day . look back , holiday great way . dressed market , eat relatively ( still shock £ 1 = $ 1.50 ) cheaply stay 5 start comfort 5 star location . see Grand Canyon . see fantastic theatre show . beyond , have ask lot want perfection hotel 3000 + room cater many breakfast . arrive check - in empty nothing praise US custom clearance , taxi driver hotel staff . friendly informative . make use concierge anyone else whose job help ; know stuff . ' ve read review people not lucky . hey ho ! luck draw . last word room . ' ve never measure size bedroom , 550 sq ft enough 2 people . distraction see hotel maybe 650 sq ft split level . Bellagio little dated quaint ( Wynn perhaps modern young image ) . lake view come cost ... boom noise water feature every 15 minute till midnight ( really going go bed midnight LV ? ) .last word holiday booking experience . try Virgin Holidays , eBookers last minute . end last minute , several day , show variety availability price . one day holiday would available next back . be ? last word price ; cheap / indirect way fly LV plenty motel near strip . still see sight .... s'pose depend price put comfort . 
 Oct 19 2009 	 Excellence 	 husband decide renew wedding vow 25th Anniversary . arrive Bellagio greet warm welcoming smile . reception hotel staff friendly quick . check room stunning . beautiful bathroom amenity . later day go see concierge book we Circo restaurant we two friend . nothing problem also organize limousine we go little Church West renew vow . prior renewal wedding dress become litle crushed travel Australia . rang concierge also organize housekeeping get dress press special day . night Anniversary go dinner Circo friend service food impeccable . later walk casino compliment alot passer bys . definitely would stay Bellagio make Anniversary special one . 
 Oct 17 2009 	 Nice stay helpful staff area . 	 stay Bellagio 6 nite vacation . unlike post , wait check . however , get room ( seem like walk mile thru casino ) , not clean . bathroom still soap , etc . shower , toiletries hotel provide opened room not vacuum properly clean . complain initially tell housekeeping would send , balk , transfer new room view fountain , much well . bed comfy , bathroom spacious , happy stay get check new , clean room . strangely , tho , receive new hand towel washclothe last 2 day , request housekeeping staff . two minor thing issue stay Bellagio . , great stay . one thing want mention really think great touch , staff person locate elevator lobby , check make sure room key allow proceed elevator measure security . find comfort appreciate effort put forth Bellagio respect . nice touch . wish place would . finally , eat time Cafe Bellagio , nice ( huge ! ) meal . would also like commend staff encounter - everyone extremely accommodate request make friendly - really can not say enough . help we way could really appreciate . , nice stay Bellagio , would definitely recommend . 
 Oct 17 2009 	 Bellagio still favorite hotel strip ! 	 return 3 night stay Bellagio 18 year old daughter . book package Frontier Airlines upgrade room fountain view arrive hotel $ 30 per night . definitely worth amazing view fountain Paris Resort night . we try buffet dinner one evening enjoy food quality variety breakfast gelato cafe delicious lunch pool cafe . overall would state Bellagio incredible hotel facility service . phone request comply immediately everyone & quot ; & quot ; attitude . room immaculate enjoyable . proximity shopping , dining show convenient . third stay hotel intend return ! 
 Oct 16 2009 	 okay 	 think hotel ihas overate take consideration price pay hotel family four include two teenager . hotel spacious however room great could got size room much low rate different hotel rate two star . package include fare Calgary alberta 3 night $ 5000.00 definitely worthy . recommendation anyone planning trip Las Vegas shop around well deal amount money spend . lot great hotel big room like Mandelay Bay , Venitian etc . check settle bill mention thank stay staff member front desk . 
 Oct 15 2009 	 live expectation 	 Thought hotel beautiful inside common area outside . room decadent . stay convention hotel would recommend spa tower instead regular tower . quite hike ballroom room . one good burger snack . Cafe Gelato unbelievable , Circo fantastic meal . 
 Oct 15 2009 	 welcome Fabulous Bellagio 	 1st visit Vegas , 1st stay Bellagio . not enough adjective describe great experience . moment arrive bell captain help we car retrieve luggage , total excellence . staff check - in , house keeper , concierge department , wait staff encounter nothing short wonderful . never anyone meet along way even hint anything less welcoming smile . celebrate 20th anniversary Bellagio help make even special . order cake Jean - Phillippe bakery ; absolutely to - die - for . ruin hotel . always Bellagio . 
 Oct 15 2009 	 romantic stay Bellagio ! 	 stay 5 day Bellagio January 2008 . weather little cold need get warm jacket , otherwise trip beautiful . stay room face fountain view beautiful . every 15 minute start . show take abaout 5 minute , essentially every 10 minute hear . one night dinner across street Mon Ami , Gabi ! Paris Resort & amp ; Casino , terase . listne fountain show dinner . extreamly romantic , love . good spot picture . hotel fantastic , elegant , clean . perfect place romantic gettaway . we probably go back stay Bellagio well . choise think Venetian , can not find room Bellagio . 
 Oct 15 2009 	 Best Trip Vegas 	 fly one quick night . daughter 16th Birthday want see & quot ; & quot ; show . book Penthouse Suite connect room SPECTACULAR ! ! ! penthouse include limo ride airport great driver wait we enter baggage claim . also include Penthouse private check lounge wait long line check . also receive check in - line Passes Taxi 's restaurant wait anywhere want go . vip service Lounge make dinner reservation we Circa get vip seating & quot ; & quot ; . can not complain anything . room 33rd Floor face fountain . huge separate bathroom . connect room daughter friend nice well . Restaurant Circa real treat . expensive indulge mind . daughter good birthday . loved & quot ; & quot ; get Tiffany necklace daddy store inside Bellagio next morning . would highly recommend location Penthouse experience . Sunday evening price high expect ( $ 400 ) consider perk ... worth ! honestly say , look forward go back Vegas .... something would say specific trip . certain stay Bellagio . 
 Oct 14 2009 	 Perfect Stay ! 	 husband return wonderful stay Bellagio . check quick . provide room 14th room face fountain . perfect . enjoy view every day . usually find strip view hotel room 's neat first day stop look , Bellagio . would sit watch fountain every day night stay . location outstanding ! room great . spacious . tv thing & quot ; date & quot ; opinion . really never watch 20 minute day anyways descent size , complaint . bathroom also large comfortable . warn though , toilet flush like airplane one would ..... scared heck first time hear ! : ) hotel casino area nice busy . unlike , like , hate stay quiet location . perhaps 's due age , love stay property lot action descent night life . club / lounge Bellagio always busy way . casino little smokey , find degree . non - smoker , bother I . check quick . check Noon not get room 1 pm , one hassele we hurry either . housekeeping stop think might stay another night ! service good . need mini fridge room within 5 minute we get room . within 5 minute phone rang someone check ensure fridge arrive . nice . we eat Fix , expensive , awesome ! really enjoy meal ( order & quot ; drunken lobster & quot ; - excellent ! ) . buffet suprisingly good eat dinner twice ! outstanding ! may new , modern luxury hotels strip ( perhaps Wynn / Encore ) , Bellagio first choice . hotel outstanding location perfect ! highly recommend hotel ! 
 Oct 14 2009 	 beautiful hotel 	 admit expectation already pretty high Bellagio little thing not perfect stand . really negative front desk staff exceptionally helpful wish station print boarding pass not pay ( end free concierge , still bit inconvenient today 's hotel standard ) . complaint , place still fabulous hotel . style & quot ; traditional & quot ; Wynn , buffet expensive $ 30 . 
 Oct 14 2009 	 Bellagio ok 	 group 4 we go Vegas . 60+mom Aunt sister .We stay Bellagio . book early get room $ 90 / night . room ok . nothing top . hotel big . takes forever walk room go . eat breakfast hotel every morning . service so / so . food good price . coffee maker room . unbelievable . buy small coffee maker pack bring home we . eat buffet one night . good . big selection . long wait get leave . hotel check slow . definitely enough staff work . overall , Bellagio good deal $ 90 / night , would pay rack rate hotel . would well book suite old hotel . 
 Oct 14 2009 	 great hotel expensive 	 stay bellagio 4 night fab location stripe expensive eat drink hotel load place eat road.room nice clean big , pool first class clean.went lot hotel would stay lot less money experance good . 
 Oct 14 2009 	 place 	 stay 10 night 22/09 02/10 , third time bellagio place , great location , great room , complaint , staff fantastic come negative ! ! problem charge english cellphone maintenance man sort within 5 minute make call great service ! ! would reccomend anyone young old fantastic base explore strip . 
 Oct 14 2009 	 be stay Bellagio not know ! 	 not already hear Bellagio mention , stay ... fountain amazing worth catch several time compare show do pop music , classical music showtune . massive hotel , friendly staff . beautiful building , lovely comfortable room fantastic view Las Vegas Nevada . ( not touch minibar ! ) . definitely good part strip convenient hotel attraction . whenever anyone ask stay , say Bellagio , people always nod approvingly ... matter , be clearly well - regard deservedly opinion . worth check restaurant ( sensi one nice meal ' ve ever eat ) cafe ( cake die ) too . my big tip show ... saw & quot ; & quot ; Cirque du Soleil ( take place Bellagio ) decide book ticket , thrilled find get massive 25 % hotel resident . real unexpected bonus stay . 
 Oct 13 2009 	 Super 	 next perfect . 15 minute line check , ... perfection . not know anyone rate less 4 . People complain price 5 star resort concern money worth . 
 Oct 13 2009 	 Maginificent Hotel 	 memorable experience stay Bellagio Lasvegas ; get great room veiw around 17th floor ; room elegant especially like Bathroom ; goegeous . room comfy . great time stay hotel stay visit next time . oh one thing ; breakfast Buffet sure thing do not want miss ; vast selection food varitie place Vegas . enjoy . 
 Oct 13 2009 	 Top Line ! 	 Bellagio benchmark Las Vegas resort . eschew kitch otherwise limit theme , hotel simply aim excellence decor , amenity , shopping , restaurant . indeed , superlative restaurant bring we back Las Vegas . might also gamble little ! 
 Oct 13 2009 	 5 star accommodation reception service Bellagio ? ? think . 	 book non - smoking room August advise smoking room available upon check - in October . stale smoke scented room find stain pillow ( either cigarette blood ) pillow different shape shade cream / brown bed . room ordinary - like 3 - star old style hotel room . call front desk twice explain disappointment standard room ask could pay upgrade different room , finally housekeep inspection staff change room we ( apparently smoke - free room available ) . change occur 1.5 hour check - in . follow reception / concierge staff change room . check - in check - out appal 5 diamond star hotel ... service ever . gentleman deal clearly not want , arrogant ask we usual question & quot ; hope enjoy stay & quot ; & quot ; question & quot ; & quot ; enjoy stay & quot ; & quot ; safe onward journey & quot ; & quot ; thank choose Bellagio & quot ; . look we eye might start . it be like herd cattle place . would recommend stay somewhere fresh feel Wynn even 2 year old Planet Hollywood - view Bellagio fountain anyway . Bellagio commend food & amp ; beverage service / standard 's . two Australian be never complain anywhere ' ve stay , say hotel sure would impress we , completely fall short . 
 Oct 12 2009 	 Loved Bellagio 	 visit Bellagio 10/1 - 10/4 girl trip celebrate good friend 's birthday . stay Spa Tower room 11622 . great view fountain , Paris , Planet Hollywood . room pretty nice .... bathroom great . hotel grand ! love fall decor hotel . bakery die .... yummy crepe . eat Noodles Cafe Bellagio . highlight trip see Cirque du Soleil & quot ; & quot ; ; phenomenal . 4th show far great . visit Palms pool party , Rio eat crab lobster , eat Delmonico 's Venetian . enjoy shop Bellagio Fashion Mall . order friend 's birthday cake nearby Freed 's bakery . Vegas great .... be already plan next trip ! bummer 3 hour time difference Atlanta Vegas . wake 4:30 every morning ! 
 Oct 12 2009 	 Great Hotel .... worth price tag opinion 	 decide splurge little stay Bellagio . ' stay hotel strip , end . sure , Bellagio nice , really ' think get pay . staff member really attentive need , maid . ask girl charge room toothbrush tooth paste , follow day ask need toothpaste . sweet enough remember ask day , hard ' charge whole floor room . think ' one main reason ' LOVE hotel , see different face everyday personal one one contact employee . feel like room number . sure hotel gorgeous , pool , attentive small detail people appreciate . ' glad stay , probably ' unless price comparable hotel strip . 
 Oct 12 2009 	 happen Vegas .... 	 Bellagio live reputation first class casino / resort . hotel centrally locate strip find convenient . staff friendly cleanliness exceed expectation . pool never over - crowd always able find chair ( drink girl come often ) . great restaurant hotel fun night - life ! spend two afternoon spa Bellagio . spa available guest , decide stay , make sure schedule service . 
 Oct 11 2009 	 another nice stay Bellagio 	 recently take advantage discount email Bellagio stay 4 night lakeview room . room great price , staff friendly helpful enjoyable stay . also see Cirque de Soleil show & quot ; & quot ; Bellagio impressive ! BTW & quot ; Marriage Murder & quot ; show Fitzgerald funny , food great ! 
 Oct 11 2009 	 wow Fantastic Hotel ! ! 	 partner stay Bellagio 7 night August ' 09 love . hotel live expectation . room 27th floor overlook Rio Palms Hotels . room large seating area , floor ceiling window huge marble bathroom . restaurant hotel really good especially prime good steak would ever . hotel clean tacky like other ( although Vegas tacky bad thing ) . also book helicopter trip Grand Canyon concierge great ( recommend Maverick Helicopter trip ) . without doubt fantastic hotel life 's name ! ! 
 Oct 10 2009 	 wonderful hotel 	 stay Bellagio go Vegas wonderful choice . bellagio beautiful hotel comfort . view magnificent , Bellagio fountain Paris hotel . also like walk , hotel great location could always go back room rest bit . chocolati good sandwich ' ve ever eat . truly wonderful experience good part trip stay Bellagio . can not wait return ! 
 Oct 10 2009 	 simply fantastic 	 stay Bellagio 4 nite beautiful mtn view room awesome 
 Oct 10 2009 	 gorgeous hotel excellent staff amazing food ! 	 wonderful two night stay . hotel facility spectacular . location perfect walk Strip . restaurant try wonderful - especially sense ! 
 Oct 10 2009 	 Bellagio still wonderful hotel 	 one comment . need upgrade flat panel tv room . 
 oct 9 2009 	 Awesome Hotel Food Expensive 	 say Las Vegas many time stay MGM Grand , Rio , Monte Carlo , Bally 's , Mandalay Bay far good hotel they . the servie excellent . standard deluxe room immediately staff hotel polite . when walk room pass two housekeeper maintenance person stop say & quot ; hello enjoy stay & quot ; . happen throughout stay . nobody rude far staff . the room nice clean . great soaker tub wife enjoy excellent shower . bad thing find room wish free internet wifi least light okay . plently light bathroom bed nothing bright enough whole room unless turn light . a / C okay think could design well well flow comfortable . the resort gorgeous garden area , pool area suberb make show room key get area nice . plenty chair lounge plenty people get drink want . 4 pool 2 heat would say mid-70 's 10AM 2 hot tub sort hide nice . the thing say shocked guess resort expect food price . wife pancake , waffle , fruit plate OJ Coffe bill $ 50 . 24 hr cafe fancy restaurant . next morning get coffee 3 pastry share coffee store ( Bellagio 's Starbucks ) $ 40 . understand high class hotel food excellent kind place would expect little high charge since location strip still think little overprice definetly remember stay again . the rest meal eat along strip find good option . we go friend also visit Burger Bar Minus 5 Mandalay Bay . Burger Bar excellent expect pay $ 20 per person soda meal . minus 5 unique experience never forget camera allow except course pricey get well worth lifetime . usual stop strip always enjoy watch fountain , volcano , gandala ride , etc . in summary would definetly stay Bellagio definetly eat restaurant shop walk little bit get well price good quality food . 
 oct 9 2009 	 nice expensive 	 stay Bellagio 2 night . everything beautiful : lobby , restaurant , pool , however , expensive feel room anything extraordinary pay . stand window could see fountain , not even expensive room ! think find nice , large room well amenity strip hotel . like Venetian / Palazzo much . room much large , service good rate 1/2 Bellagio . Wynn / Encore room huge , bed amazing ( although charge outrageous fee simple thing like snack drink ! ) expensive Bellagio . favorite strip hotel TheHotel mandalay bay . pure luxury . cost Bellagio , true suite ( 2 room separate door ) plenty space . impeccable service . 
 oct 9 2009 	 Gorgeous View 	 stay Bellagio anniversary fountain view room . view absolutely breath - taking . turn tv station play fountain music watch fountain . gorgeous ! ! 
 oct 9 2009 	 always wonderful ! 	 always Bellagio fabulous ! room clean comfortable amazing view fountain . staff exceptional . dine Michael Mina first time nice experience . & quot ; & quot ; amazing ! highly recommend Bellagio . take Vegas vacation notch sure ! 
 oct 9 2009 	 convenient flithy . 	 although Bellagio convenient location strip , would choose stay . room crush beer bottle use condom remain corner throughout trip ( almost 10 day ! ) . bed sheets disgusting stain , probably mixture glitter , chocolate , coffee , blood , body fluid . add insult injury , bill 3 % original quote ; discover rate hike receive bill last day . be stay hotel like Bellagio already expensive , 3 % make significant difference . 
 oct 9 2009 	 beautiful hotel centrally locate strip 	 hotel lobby beautiful . indoor garden area beautiful flower bird . outdoor entrance elegant staff helpful . would definitely stay again . the pool good ' ve see . 
 oct 9 2009 	 Class middle Las Vegas ! 	 good location right middle strip . think one expensive hotel boulevard , step , realize ... 5 diamond ! ! ! facility awesome , see art class everywhere , try suite face Strip fountain . helpful staff ... excellent place honeymoon . & quot ; like good buffet breakfast ! & quot ; rate good restaurant Vegas strongly agree . beautiful pool lie day . casino & quot ; expensive one & quot ; elegant , funny safe . complain try eat something midnight find anything besides stand line buffalo wing ... doubt would come back ! 
 oct 9 2009 	 50th birthday bash 	 great value , wonderful room , clean , housekeeping member great , check check easy . one beautiful hotel property . 
 oct 9 2009 	 wonderful bellagio ! ! 	 come back trip Vegas birthday ! can not fault hotel , lobby / pool / shop / bar brilliant excellent service friendly people . casino great fun huge amount choice friendly staff . we lake view room overlook fountain , could put tv would play music room fountain dance ! spectacular ! eat breakfast hotel , buffet style nothing like would get England amazing much choice lovely , think $ 20 well worth it . we also eat pool lunch great really nice . room service one night also fab ! clean staff great tidied room twice day . some review moan cost etc go Vegas - save ! 's expensive . the thing would say try get Bank ( Bellagio 's night club ) tell guest list think wrong staying hotel . all wonderful holiday hotel fabulous 
 Oct 9 2009 	 Nice - would stay elsewhere 	 travel honeymoon , try get upgrade front desk slip money ... do not work , get & quot ; line pass & quot ; skip front buffet line - joke . get room 2 light bulb burn bathroom . also expect Bellagio nice lcd tv ... luck , tube tv . casino nice ! loved casino ! 
 Oct 8 2009 	 first time Vegas awesome ! ! ! 	 stay Bellagio . even book 5 6 month advance worth . get great deal bookit.com , hotel gorgeous food good . able check - in early call day check - out even give we extra hour check - out later . we see & quot ; & quot ; show , amazing . food Yellowtail great . least try Rock Shrimp appetizer -- -it soooo good ! tell celebrate husband 's birthday birthday card sign staff wait table . also go Bank nightclub , chic hip like party . overall , not know stay anywhere else go back . negative , mother - in - law issue ; play slot Bellagio not think waitress come check . guess not much staff use , waitress poker table instead wait gambler . mother - in - law mad get ask drink . really gamble , personally not care . besides , know plenty casino lot waitress ready wait slot player . 
 Oct 8 2009 	 pay less get 	 expensive room , less get . pay $ 300 per night ( Labor Day weekend ) Bellagio charge $ 15 internet refrigerator , microwave room coffee . judge guest schleppe case beer 300 yard parking garage , casino , guest elevator , go lot ice whirlpool tub . pool plenty , guest place towel chair early hotel enforce squat rule leave rest search place sit . pool close 7 pm ( must gamble ! ) vs. hotel stay open 10 pm . bathroom fabulous , save money stay elsewhere . 
 oct 8 2009 	 BEST HOTEL STAYED VEGAS FAR 	 Belllagio good hotel stay Vegas . Vegas 10 time last year stay Bellagio three time . staff personable anything ask . request fan room promptly bring we without fee . room spacious neat chocolate deliver night along turn service replennishe towel glass . casino great nice size . complaint not win much . say massive casino ar not build winner . great hotel . plan return spring . 
 oct 8 2009 	 beautiful hotel ! 	 beautiful hotel . lobby gorgeous . service wonderful . pool absolutely gorgeous . complaint casual food - i.e . breakfast , etc . quite expensive charge ( $ 25 day per person ) use fitness center . 
 oct 8 2009 	 good pricey 	 underwhelmed hotel consider price pay . location excellent staff helpful room average . fountain front treat viewing require say . 
 oct 8 2009 	 absolutely beautiful hotel 	 husband stay Bellagio June . hotel absolutely beautiful . pool favorite could spend week alone . downside buffet . food service horrible . would stay Bellagio since location hotel beautiful , would go somewhere else eat . 
 oct 8 2009 	 beautiful view 	 beautiful view fountain , great location ! bellagio also play show & quot ; & quot ; hotel fantastic . highly recommend ! ! 
 Oct 8 2009 	 Bellagio good great 	 stay past always thought & quot ; class & quot ; strip . seem fade bit back towards mediocrity . still amongst good tho . 
 Oct 8 2009 	 great hotel ! 	 Bellagio absolutely beautiful . spend day pool wonderful spa excellent . classy hotel . would definiately recomment . 
 oct 8 2009 	 Delightful ! 	 like grande dame , Bellagio show wee bit wear tear room furnishing , overall scrumptiously elegant gracious . famous restaurant price range terrace restaurant food less memorable , hotel staff stellar casino fun one strip . watch special rate calendar -- occasionally find bargain like , allow we stay hotel would always dream visit . 
 Oct 8 2009 	 room date need update 	 price , would expect Bellagio way well Paris . everything else super ! ! 
 Oct 8 2009 	 Las Vegas - 's gambling ! 	 Las Vegas 3 night really total experience . stay Bellagio beautiful . room spacious , partial view water fountain show see . lovely pool spa . wonderful conservatory , change seasonally , animate item , glass / metal sculpture & amp ; gorgeous plant . People not stay hotel come see conservatory world 's large chocolate fountain . yes , gamble , also visit hotel , see CHER , put show lifetime , saw & quot ; & quot ; , Circque de Soleil show water , incredible staging , performance sensory overload , take Pink Jeep Tour Hoover Dam include float pontoon water Dam . Emeril 's Delmonico Steakhouse Venetiain Michael Mina 's Bellagio outstanding . lot restaurant offer prix fixe economy . it right amount time mixture thing . 
